challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
CI24847,1,SI2537,112,16-05-2007,AI564537,M,AOI100141,
CI24848,1,SI2537,129,16-05-2007,AI564538,F,AOI100556,32
CI24849,1,SI2537,405,16-05-2007,AI564539,M,AOI100557,32
CI24850,1,SI2446,733,22-05-2007,AI564540,M,AOI100558,75
CI24851,1,SI2514,311,07-11-2006,AI564541,M,AOI100217,150
CI24852,1,SI2514,580,07-11-2006,AI564542,F,AOI100559,39
CI24853,1,SI2514,124,07-11-2006,AI564543,F,AOI100560,
CI24854,2,SI2530,101,18-11-2001,AI564437,M,AOI100505,98
CI24855,1,SI2539,655,29-05-2007,AI564544,M,AOI100561,72
CI24856,1,SI2530,203,20-04-2007,AI564490,M,AOI100483,38
CI24857,1,SI2530,867,20-04-2007,AI564490,M,AOI100483,38
CI24858,2,SI2530,258,10-05-2007,AI564545,M,,
CI24859,1,SI2446,505,30-11-2005,AI564546,M,AOI100562,71
CI24860,1,SI2454,994,30-10-2005,AI563958,M,AOI100255,47
CI24861,1,SI2537,204,15-05-2007,AI564013,F,AOI100141,45
CI24862,1,SI2468,187,28-07-2006,AI563787,M,AOI100152,30
CI24863,2,SI2754,41,07-07-2006,AI564547,F,AOI100563,165
CI24864,2,SI2754,161,07-07-2006,AI564548,F,AOI100505,165
CI24865,1,SI2541,800,21-06-2007,AI563754,M,AOI100129,29
CI24866,1,SI2541,2001,21-06-2007,AI563732,M,AOI100085,30
CI24867,1,SI2542,2056,20-06-2007,AI564549,M,AOI100564,45
CI24868,1,SI2541,2309,23-06-2007,AI564550,M,AOI100565,29
CI24869,1,SI2541,649,24-06-2007,AI564551,M,AOI100204,61
CI24870,1,SI2542,151,21-06-2007,AI564552,M,AOI100028,37
CI24871,1,SI2542,1134,21-06-2007,AI564553,M,AOI100256,37
CI24872,1,SI2542,481,21-06-2007,AI564552,M,AOI100028,37
CI24873,1,SI2542,434,21-06-2007,AI564069,M,AOI100306,37
CI24874,1,SI2542,320,21-06-2007,AI564069,M,AOI100306,46
CI24875,1,SI2541,815,21-06-2007,AI564549,M,AOI100564,58
CI24876,1,SI2541,1467,21-06-2007,AI563920,M,AOI100230,77
CI24877,1,SI2541,360,21-06-2007,AI564554,M,AOI100128,66
CI24878,1,SI2541,308,21-06-2007,AI564555,M,AOI100566,114
CI24879,1,SI2541,259,21-06-2007,AI564556,M,AOI100567,127
CI24880,1,SI2541,1043,21-06-2007,AI564557,F,AOI100568,29
CI24881,1,SI2541,307,21-06-2007,AI564558,M,AOI100569,58
CI24882,1,SI2541,80,21-06-2007,AI564559,M,AOI100570,30
CI24883,1,SI2541,579,22-06-2007,AI563611,M,AOI100032,40
CI24884,1,SI2541,233,22-06-2007,AI564560,M,AOI100063,32
CI24885,1,SI2541,99,22-06-2007,AI564094,M,AOI100085,29
CI24886,1,SI2541,435,22-06-2007,AI564561,M,AOI100560,52
CI24887,1,SI2541,1004,22-06-2007,AI564562,M,AOI100411,83
CI24888,1,SI2541,655,22-06-2007,AI564563,M,AOI100411,41
CI24889,1,SI2541,383,22-06-2007,AI564564,M,AOI100432,79
CI24890,1,SI2541,333,22-06-2007,AI564565,M,AOI100204,82
CI24891,1,SI2541,534,22-06-2007,AI564566,M,AOI100571,41
CI24892,1,SI2541,448,22-06-2007,AI564567,M,,45
CI24893,1,SI2541,126,22-06-2007,AI564568,M,AOI100572,30
CI24894,1,SI2541,360,23-06-2007,AI564569,F,AOI100573,40
CI24895,1,SI2541,314,23-06-2007,AI564570,M,AOI100559,61
CI24896,1,SI2541,111,23-06-2007,AI564571,M,AOI100574,49
CI24897,1,SI2541,157,23-06-2007,AI564572,M,AOI100133,45
CI24898,1,SI2541,606,23-06-2007,AI564573,M,AOI100249,66
CI24899,1,SI2541,145,23-06-2007,AI564574,M,AOI100303,113
CI24900,1,SI2541,582,23-06-2007,AI564575,M,AOI100575,129
CI24901,1,SI2541,155,23-06-2007,AI564576,M,AOI100306,29
CI24902,1,SI2543,357,24-06-2007,AI564577,M,AOI100576,110
CI24903,1,SI2543,60,24-06-2007,AI564578,M,AOI100577,
CI24904,1,SI2543,221,24-06-2007,AI564579,M,AOI100578,81
CI24905,1,SI2543,446,24-06-2007,AI564580,M,AOI100210,61
CI24906,1,SI2543,342,24-06-2007,AI564581,M,AOI100063,61
CI24907,1,SI2543,203,24-06-2007,AI564582,M,AOI100239,45
CI24908,1,SI2543,278,24-06-2007,AI564035,M,AOI100054,78
CI24909,1,SI2543,95,24-06-2007,AI564583,M,AOI100579,
CI24910,1,SI2446,190,27-06-2007,AI564584,F,AOI100580,71
CI24911,1,SI2544,166,27-06-2007,AI564585,M,AOI100164,79
CI24912,1,SI2544,57,27-06-2007,AI564586,M,AOI100064,71
CI24913,1,SI2544,117,27-06-2007,AI564587,M,AOI100058,71
CI24914,1,SI2545,279,02-07-2007,AI563864,M,AOI100203,112
CI24915,1,SI2545,7389,02-07-2007,AI563790,F,AOI100154,29
CI24916,1,SI2545,1786,02-07-2007,AI563737,M,AOI100117,35
CI24917,1,SI2545,43409,02-07-2007,AI564588,F,AOI100581,66
CI24918,1,SI2545,392,02-07-2007,AI564589,M,AOI100582,130
CI24919,1,SI2540,1931,11-06-2007,AI564590,M,AOI100583,28
CI24920,1,SI2540,306,11-06-2007,AI564591,M,AOI100368,48
CI24921,1,SI2546,536,03-07-2007,AI564592,M,AOI100584,79
CI24922,1,SI2546,780,03-07-2007,AI564593,M,AOI100494,79
CI24923,1,SI2546,535,03-07-2007,AI564594,M,AOI100585,119
CI24924,1,SI2546,1953,03-07-2007,AI564595,M,AOI100586,79
CI24925,1,SI2546,1266,03-07-2007,AI564595,M,AOI100586,79
CI24926,1,SI2546,200,03-07-2007,AI564596,M,AOI100587,48
CI24927,1,SI2546,894,03-07-2007,AI564597,M,AOI100587,119
CI24928,1,SI2546,690,03-07-2007,AI564598,M,AOI100230,79
CI24929,1,SI2546,169,03-07-2007,AI564599,M,AOI100431,130
CI24930,1,SI2546,2353,03-07-2007,AI564600,M,AOI100588,37
CI24931,1,SI2546,4882,03-07-2007,AI564601,M,AOI100110,41
CI24932,1,SI2546,257,03-07-2007,AI563863,M,AOI100066,79
CI24933,1,SI2546,822,03-07-2007,AI564602,M,AOI100133,52
CI24934,1,SI2546,85,03-07-2007,AI564603,M,AOI100589,
CI24935,1,SI2546,311,03-07-2007,AI564604,M,AOI100590,79
CI24936,1,SI2546,314,03-07-2007,AI564605,M,AOI100591,79
CI24937,1,SI2546,354,03-07-2007,AI564606,M,AOI100592,79
CI24938,1,SI2546,62,03-07-2007,AI564607,F,AOI100593,
CI24939,1,SI2546,1453,03-07-2007,AI564608,M,AOI100594,79
CI24940,1,SI2546,1416,03-07-2007,AI564609,M,AOI100163,79
CI24941,1,SI2546,203,03-07-2007,AI564610,M,AOI100595,79
CI24942,1,SI2546,1559,03-07-2007,AI564611,M,AOI100596,59
CI24943,1,SI2545,548,04-07-2007,AI563790,F,AOI100154,29
CI24944,1,SI2545,3274,04-07-2007,AI563790,F,AOI100154,114
CI24945,1,SI2540,191,11-06-2007,AI564612,F,AOI100597,67
CI24946,1,SI2540,836,11-06-2007,AI564613,M,AOI100598,81
CI24947,1,SI2540,101,11-06-2007,AI564614,M,AOI100281,
CI24948,1,SI2540,143,11-06-2007,AI564615,M,AOI100339,
CI24949,1,SI2540,121,11-06-2007,AI564616,M,AOI100071,
CI24950,1,SI2545,1825,04-07-2007,AI564012,M,AOI100282,29
CI24951,1,SI2545,309,05-07-2007,AI563790,F,AOI100154,29
CI24952,1,SI2545,225,05-07-2007,AI563790,F,AOI100154,29
CI24953,1,SI2545,3341,05-07-2007,AI563708,M,AOI100085,46
CI24954,1,SI2545,595,03-07-2007,AI563790,F,AOI100154,29
CI24955,1,SI2545,1774,06-07-2007,AI563708,M,AOI100085,77
CI24956,1,SI2545,1018,09-07-2007,AI563894,M,AOI100091,30
CI24957,1,SI2545,2241,06-07-2007,AI563790,F,AOI100154,29
CI24958,1,SI2545,6842,09-07-2007,AI564617,F,AOI100085,41
CI24959,1,SI2540,271,11-06-2007,AI564618,M,AOI100268,81
CI24960,1,SI2540,130,12-06-2007,AI564619,M,AOI100599,
CI24961,1,SI2540,231,12-06-2007,AI564620,M,AOI100600,52
CI24962,1,SI2545,655,11-07-2007,AI564589,M,AOI100582,33
CI24963,1,SI2540,681,12-06-2007,AI563856,M,AOI100198,52
CI24964,1,SI2540,416,12-06-2007,AI563856,M,AOI100198,113
CI24965,1,SI2540,822,12-06-2007,AI564621,M,AOI100601,47
CI24966,1,SI2540,892,12-06-2007,AI564622,F,AOI100602,39
CI24967,1,SI2540,197,12-06-2007,AI564623,M,AOI100603,
CI24968,1,SI2545,1401,11-07-2007,AI563778,F,AOI100145,30
CI24969,1,SI2545,1641,12-07-2007,AI564624,M,AOI100604,81
CI24970,1,SI2545,338,12-07-2007,AI564625,M,AOI100605,29
CI24971,1,SI2540,612,11-06-2007,AI564626,M,AOI100606,81
CI24972,1,SI2545,426,12-07-2007,AI564627,M,AOI100001,49
CI24973,1,SI2540,574,11-06-2007,AI564628,F,AOI100185,52
CI24974,1,SI2540,875,11-06-2007,AI564629,M,AOI100583,67
CI24975,1,SI2540,318,11-06-2007,AI564630,M,AOI100607,81
CI24976,1,SI2540,157,11-06-2007,AI564631,M,AOI100152,
CI24977,1,SI2540,130,11-06-2007,AI564632,M,AOI100608,
CI24978,1,SI2540,339,11-06-2007,AI564633,M,AOI100609,41
CI24979,1,SI2540,82,11-06-2007,AI564634,M,AOI100610,
CI24980,1,SI2540,82,11-06-2007,AI564635,M,AOI100486,
CI24981,1,SI2540,134,11-06-2007,AI564636,M,AOI100611,
CI24982,1,SI2540,67,13-06-2007,AI564616,M,AOI100071,
CI24983,1,SI2540,93,13-06-2007,AI564637,M,AOI100612,
CI24984,1,SI2540,389,13-06-2007,AI564590,M,AOI100583,113
CI24985,1,SI2540,188,13-06-2007,AI564638,M,AOI100613,61
CI24986,1,SI2540,528,13-06-2007,AI563787,M,AOI100152,30
CI24987,1,SI2540,160,12-06-2007,AI564639,M,AOI100614,54
CI24988,1,SI2540,397,12-06-2007,AI564640,M,AOI100046,81
CI24989,1,SI2540,689,12-06-2007,AI564641,M,AOI100046,137
CI24990,1,SI2540,127,12-06-2007,AI564642,F,AOI100615,
CI24991,1,SI2540,104,12-06-2007,AI564643,M,AOI100616,
CI24992,1,SI2545,1190,13-07-2007,AI563778,F,AOI100145,30
CI24993,2,SI2530,440,13-07-2007,AI564437,M,AOI100505,98
CI24994,1,SI2540,71,11-06-2007,AI564637,M,AOI100612,112
CI24995,1,SI2540,55,14-06-2007,AI564644,M,AOI100203,
CI24996,1,SI2540,196,14-06-2007,AI563856,M,AOI100198,47
CI24997,1,SI2540,257,14-06-2007,AI564645,F,AOI100222,47
CI24998,1,SI2540,101,14-06-2007,AI564646,M,AOI100617,
CI24999,1,SI2540,204,14-06-2007,AI564647,M,AOI100089,30
CI25000,1,SI2540,279,14-06-2007,AI564648,M,AOI100599,52
CI25001,1,SI2540,283,14-06-2007,AI564626,M,AOI100606,41
CI25002,1,SI2540,223,14-06-2007,AI564649,M,AOI100281,41
CI25003,1,SI2540,38,14-06-2007,AI563737,M,AOI100117,
CI25004,1,SI2503,59,24-09-2003,AI564650,M,AOI100229,29
CI25005,1,SI2503,44,24-09-2003,AI564651,M,AOI100222,29
CI25006,1,SI2544,320,26-06-2007,AI564652,M,AOI100618,71
CI25007,1,SI2544,116,29-06-2007,AI563645,M,AOI100058,71
CI25008,1,SI2544,538,29-06-2007,AI564653,F,AOI100619,71
CI25009,1,SI2544,99,29-06-2007,AI564654,M,,71
CI25010,1,SI2544,315,29-06-2007,AI564655,M,AOI100064,71
CI25011,1,SI2544,592,29-06-2007,AI564656,M,AOI100620,71
CI25012,1,SI2544,183,29-06-2007,AI564657,M,AOI100621,71
CI25013,1,SI2544,88,27-06-2007,AI564658,M,AOI100622,71
CI25014,1,SI2544,41,27-06-2007,AI564659,M,AOI100623,71
CI25015,1,SI2544,144,27-06-2007,AI564660,M,AOI100064,81
CI25016,1,SI2544,94,29-06-2007,AI564661,M,AOI100624,71
CI25017,1,SI2544,133,30-06-2007,AI564662,M,AOI100625,71
CI25018,1,SI2544,74,30-06-2007,AI564663,M,AOI100626,71
CI25019,1,SI2544,60,30-06-2007,AI564664,M,AOI100625,71
CI25020,1,SI2544,168,30-06-2007,AI564665,M,AOI100627,71
CI25021,1,SI2544,101,30-06-2007,AI564666,M,AOI100397,71
CI25022,1,SI2541,1716,21-06-2007,AI564549,M,AOI100564,29
CI25023,1,SI2541,212,21-06-2007,AI564558,M,AOI100569,58
CI25024,1,SI2541,506,21-06-2007,AI563918,F,AOI100228,45
CI25025,1,SI2541,34,21-06-2007,AI564667,M,AOI100479,29
CI25026,1,SI2541,369,21-06-2007,AI564668,M,AOI100628,29
CI25027,1,SI2541,233,21-06-2007,AI564669,M,AOI100298,58
CI25028,1,SI2541,381,23-07-2007,AI564670,M,AOI100629,41
CI25029,1,SI2541,196,23-06-2007,AI564671,M,AOI100571,31
CI25030,1,SI2541,79,23-07-2007,AI564672,M,AOI100578,29
CI25031,1,SI2541,42,21-06-2007,AI564673,M,AOI100578,29
CI25032,1,SI2541,214,21-06-2007,AI564549,M,AOI100564,112
CI25033,1,SI2541,332,23-06-2007,AI564674,M,AOI100630,114
CI25034,1,SI2547,451,16-07-2007,AI564617,F,AOI100085,41
CI25035,1,SI2547,160,16-07-2007,AI563922,M,AOI100232,41
CI25036,1,SI2547,110,16-07-2007,AI564675,M,AOI100128,41
CI25037,1,SI2547,180,17-07-2007,AI564676,M,AOI100631,41
CI25038,1,SI2547,96,17-07-2007,AI564677,M,AOI100632,41
CI25039,1,SI2547,124,17-07-2007,AI564678,M,AOI100165,41
CI25040,1,SI2547,245,18-07-2007,AI563859,F,AOI100199,41
CI25041,1,SI2547,248,18-07-2007,AI563843,M,AOI100188,41
CI25042,1,SI2547,326,18-07-2007,AI563840,M,AOI100187,41
CI25043,1,SI2547,71,18-07-2007,AI564675,M,AOI100128,41
CI25044,3,SI2549,69,29-05-2007,AI564487,M,AOI100011,
CI25045,3,SI2549,293,29-05-2007,AI563576,M,AOI100001,
CI25046,3,SI2549,100,30-05-2007,AI563780,F,AOI100001,
CI25047,3,SI2549,30,30-07-2007,AI563576,M,AOI100001,
CI25048,2,SI2442,447,23-03-2007,,,,70
CI25049,1,SI2550,382,26-05-2007,AI564679,F,,101
CI25050,2,SI2550,94,24-03-2006,AI564680,M,,101
CI25051,2,SI2550,84,24-03-2004,AI564681,F,,101
CI25052,1,SI2546,428,03-08-2007,AI564682,M,AOI100633,79
CI25053,1,SI2546,874,03-08-2007,AI564683,M,AOI100025,79
CI25054,1,SI2552,1349,12-08-2007,AI564549,M,AOI100564,45
CI25055,1,SI2552,1823,12-08-2007,AI563576,M,AOI100001,39
CI25056,1,SI2552,3713,12-08-2007,AI564684,M,AOI100634,46
CI25057,1,SI2553,3360,13-08-2007,AI564685,M,AOI100635,28
CI25058,1,SI2553,1262,14-08-2007,AI564686,M,AOI100068,39
CI25059,1,SI2553,796,14-08-2007,AI564687,M,AOI100636,23
CI25060,1,SI2554,61,13-08-2007,AI563720,M,AOI100054,
CI25061,1,SI2554,49,13-08-2007,AI564688,M,AOI100204,
CI25062,1,SI2552,1594,12-08-2007,AI564689,M,AOI100637,48
CI25063,1,SI2554,308,14-08-2007,AI564690,M,AOI100063,113
CI25064,1,SI2554,1492,14-08-2007,AI564691,M,AOI100285,48
CI25065,1,SI2554,546,14-08-2007,AI564692,M,AOI100510,190
CI25066,1,SI2554,325,14-08-2007,AI564690,M,AOI100063,47
CI25067,1,SI2554,318,14-08-2007,AI564693,M,AOI100318,31
CI25068,1,SI2555,124,13-08-2007,AI564694,M,AOI100638,32
CI25069,1,SI2554,512,14-08-2007,AI564695,M,AOI100483,49
CI25070,1,SI2554,133,14-08-2007,AI564696,M,AOI100639,
CI25071,1,SI2554,111,14-08-2007,AI564697,M,AOI100640,
CI25072,1,SI2554,579,14-08-2007,AI564698,M,AOI100641,47
CI25073,1,SI2551,441,13-08-2007,AI564699,M,AOI100068,48
CI25074,1,SI2551,372,14-08-2007,AI564700,M,AOI100642,86
CI25075,1,SI2551,2842,12-08-2007,AI564686,M,AOI100068,48
CI25076,1,SI2555,164,13-08-2007,AI564701,M,AOI100643,48
CI25077,1,SI2555,131,13-08-2007,AI564702,M,AOI100590,114
CI25078,1,SI2555,271,13-08-2007,AI564703,M,AOI100644,
CI25079,1,SI2554,161,14-08-2007,AI564704,M,AOI100113,52
CI25080,1,SI2555,414,13-08-2007,AI564705,M,AOI100633,128
CI25081,1,SI2555,1280,13-08-2007,AI564706,M,AOI100204,
CI25082,1,SI2555,291,13-08-2007,AI564707,M,AOI100411,48
CI25083,1,SI2555,311,13-08-2007,AI564708,M,AOI100238,40
CI25084,1,SI2555,97,14-08-2007,AI564709,M,AOI100285,
CI25085,1,SI2555,169,14-08-2007,AI564710,M,AOI100192,
CI25086,1,SI2555,92,14-08-2007,AI564694,M,AOI100638,32
CI25087,1,SI2555,1131,14-08-2007,AI564711,M,AOI100204,128
CI25088,1,SI2555,143,14-08-2007,AI564712,M,AOI100645,48
CI25089,1,SI2555,434,14-08-2007,AI564713,F,AOI100318,48
CI25090,1,SI2555,2359,14-08-2007,AI564714,M,AOI100646,41
CI25091,1,SI2555,836,14-08-2007,AI564715,F,AOI100647,48
CI25092,1,SI2555,190,13-08-2007,AI564716,M,AOI100174,190
CI25093,1,SI2551,1272,15-08-2007,AI564275,M,AOI100013,86
CI25094,1,SI2551,441,15-08-2007,AI564699,M,AOI100068,86
CI25095,1,SI2554,276,14-08-2007,AI564717,M,AOI100174,41
CI25096,1,SI2554,106,14-08-2007,AI564718,M,AOI100312,
CI25097,1,SI2554,504,14-08-2007,AI564719,F,AOI100318,48
CI25098,1,SI2554,347,14-08-2007,AI564720,M,AOI100648,45
CI25099,1,SI2554,136,14-08-2007,AI564721,M,AOI100649,
CI25100,1,SI2554,114,14-08-2007,AI564722,M,AOI100063,
CI25101,1,SI2554,362,14-08-2007,AI564723,M,AOI100068,41
CI25102,1,SI2554,54,14-08-2007,AI564724,M,AOI100086,
CI25103,1,SI2551,223,15-08-2007,AI564725,M,AOI100238,48
CI25104,1,SI2551,460,15-08-2007,AI564699,M,AOI100068,48
CI25105,1,SI2551,1201,15-08-2007,AI564726,M,AOI100650,48
CI25106,1,SI2551,649,15-08-2007,AI564346,M,AOI100022,48
CI25107,1,SI2551,251,15-08-2007,AI564727,M,AOI100245,48
CI25108,1,SI2551,371,15-08-2007,AI564689,M,AOI100637,48
CI25109,1,SI2551,99,15-08-2007,,,,112
CI25110,1,SI2551,92,16-08-2007,,,,101
CI25111,1,SI2709,159,28-07-2006,AI564728,M,AOI100651,48
CI25112,1,SI2709,419,02-08-2006,AI564729,M,AOI100120,81
CI25113,1,SI2709,315,19-01-2007,AI564730,M,AOI100635,81
CI25114,1,SI2709,269,10-05-2007,AI564731,M,,27
CI25115,1,SI2709,153,26-07-2006,AI564732,M,AOI100063,29
CI25116,1,SI2709,586,21-05-2007,AI564733,M,,35
CI25117,1,SI2709,1450,10-08-2007,AI564734,M,AOI100652,48
CI25118,1,SI2709,1086,15-02-2006,AI564735,M,AOI100653,27
CI25119,1,SI2709,1453,22-05-2007,AI564736,M,AOI100153,43
CI25120,1,SI2709,107,25-06-2007,AI564737,M,,85
CI25121,1,SI2709,1189,09-05-2006,AI564738,M,AOI100636,26
CI25122,1,SI2709,388,27-04-2007,AI564739,M,AOI100429,35
CI25123,1,SI2556,3670,20-08-2007,AI563924,M,AOI100233,32
CI25124,1,SI2556,3449,20-08-2007,AI563691,M,AOI100086,30
CI25125,1,SI2556,3364,20-08-2007,AI563732,M,AOI100085,30
CI25126,1,SI2556,4269,21-08-2007,AI563872,M,AOI100085,46
CI25127,1,SI2551,1262,13-08-2007,AI564275,M,AOI100013,86
CI25128,1,SI2557,766,12-08-2007,AI563940,M,AOI100054,112
CI25129,1,SI2557,80,12-08-2007,AI564344,M,AOI100174,
CI25130,1,SI2557,219,12-08-2007,AI564740,M,AOI100483,112
CI25131,1,SI2557,56,12-08-2007,AI564741,M,AOI100654,
CI25132,1,SI2551,115,12-08-2007,AI563640,M,AOI100054,112
CI25133,1,SI2557,205,12-08-2007,AI564689,M,AOI100637,48
CI25134,1,SI2554,585,12-08-2007,AI564742,M,AOI100655,99
CI25135,1,SI2556,5446,25-08-2007,AI563754,M,AOI100129,61
CI25136,1,SI2556,539,20-08-2007,AI563732,M,AOI100085,29
CI25137,1,SI2558,428,23-08-2007,AI564743,M,AOI100656,32
CI25138,1,SI2558,55,26-08-2007,AI564744,M,AOI100657,
CI25139,1,SI2556,338,26-08-2007,AI564745,M,AOI100331,30
CI25140,1,SI2556,3615,25-08-2007,AI564746,M,AOI100658,111
CI25141,1,SI2556,818,27-08-2007,AI563816,M,AOI100174,45
CI25142,1,SI2556,7731,27-08-2007,AI564747,M,AOI100196,209
CI25143,1,SI2556,2526,27-08-2007,AI564105,M,AOI100204,81
CI25144,1,SI2558,309,27-08-2007,AI564748,M,AOI100207,52
CI25145,1,SI2559,66,01-08-2007,,,,
CI25146,1,SI2559,210,01-08-2007,AI563731,M,AOI100113,29
CI25147,1,SI2559,244,01-08-2007,AI564749,M,AOI100224,
CI25148,1,SI2559,138,02-08-2007,AI563918,F,AOI100228,
CI25149,1,SI2559,1082,03-08-2007,AI563691,M,AOI100086,81
CI25150,1,SI2556,751,29-08-2007,AI563825,M,AOI100178,29
CI25151,1,SI2562,27,31-05-2007,AI563576,M,AOI100001,
CI25152,1,SI2562,133,31-05-2007,AI564750,M,AOI100011,
CI25153,1,SI2562,58,31-05-2007,AI564751,M,AOI100011,
CI25154,1,SI2562,47,31-05-2007,AI563577,M,AOI100002,
CI25155,1,SI2561,69,31-05-2007,AI564156,M,AOI100013,
CI25156,1,SI2563,80,31-05-2007,AI564752,M,AOI100659,
CI25157,1,SI2563,57,31-05-2007,AI564753,M,AOI100660,
CI25158,1,SI2563,26,31-05-2007,AI564754,M,AOI100661,
CI25159,1,SI2563,45,31-05-2007,AI564755,M,AOI100662,
CI25160,1,SI2563,75,31-05-2007,AI564756,M,AOI100663,
CI25161,1,SI2563,119,31-05-2007,AI564757,M,AOI100664,
CI25162,1,SI2563,147,31-05-2007,AI564758,M,AOI100665,
CI25163,1,SI2563,78,31-05-2007,AI564759,M,AOI100666,
CI25164,1,SI2563,55,31-05-2007,AI564760,F,AOI100667,
CI25165,1,SI2563,75,31-05-2007,AI564761,M,AOI100668,23
CI25166,1,SI2563,43,31-05-2007,AI564762,M,AOI100669,
CI25167,1,SI2564,446,31-05-2007,AI564763,M,AOI100670,23
CI25168,1,SI2564,117,31-05-2007,AI564764,M,AOI100671,
CI25169,1,SI2564,41,31-05-2007,AI564765,M,AOI100672,
CI25170,1,SI2564,76,31-05-2007,AI564766,M,AOI100673,
CI25171,1,SI2564,110,31-05-2007,AI564767,M,AOI100674,
CI25172,1,SI2556,2189,29-08-2007,AI564768,M,AOI100675,29
CI25173,1,SI2564,100,31-05-2007,AI564769,M,AOI100676,
CI25174,1,SI2564,99,31-05-2007,AI564770,M,AOI100677,
CI25175,1,SI2556,2627,30-08-2007,AI564771,M,AOI100678,66
CI25176,1,SI2558,145,30-08-2007,AI564772,M,AOI100080,
CI25177,1,SI2556,811,30-08-2007,,,,112
CI25178,1,SI2556,109,30-08-2007,AI563732,M,AOI100085,112
CI25179,1,SI2556,515,29-08-2007,AI563732,M,AOI100085,86
CI25180,1,SI2556,566,29-08-2007,AI563732,M,AOI100085,29
CI25181,1,SI2560,67,01-08-2007,AI564773,M,AOI100272,
CI25182,1,SI2560,83,01-08-2007,AI564774,M,AOI100233,
CI25183,1,SI2565,44,04-09-2007,AI563911,M,AOI100130,
CI25184,1,SI2560,58,01-08-2007,AI563995,M,AOI100272,
CI25185,1,SI2560,186,01-08-2007,AI564590,M,AOI100583,
CI25186,1,SI2565,264,04-09-2007,AI564451,M,AOI100515,
CI25187,1,SI2565,94,04-09-2007,AI563791,M,AOI100130,
CI25188,1,SI2565,483,04-09-2007,AI564775,M,AOI100083,32
CI25189,1,SI2560,85,02-08-2007,AI564776,M,AOI100335,
CI25190,1,SI2560,84,02-08-2007,AI564777,M,AOI100137,
CI25191,1,SI2560,95,02-08-2007,AI564778,M,AOI100679,
CI25192,1,SI2560,60,02-08-2007,AI564779,M,AOI100331,
CI25193,1,SI2560,112,02-08-2007,AI564780,M,AOI100194,
CI25194,1,SI2560,194,02-08-2007,AI564781,M,AOI100085,
CI25195,1,SI2560,125,02-08-2007,AI564782,F,AOI100213,58
CI25196,1,SI2560,73,03-08-2007,AI564783,M,AOI100680,
CI25197,1,SI2560,39,03-08-2007,AI564784,M,AOI100137,
CI25198,1,SI2560,82,03-08-2007,AI564785,M,AOI100085,
CI25199,1,SI2560,134,03-08-2007,AI564786,M,AOI100180,30
CI25200,1,SI2559,1072,02-08-2007,AI564726,M,AOI100650,133
CI25201,1,SI2566,147,07-09-2007,AI564787,M,AOI100681,67
CI25202,1,SI2566,93,07-09-2007,AI564788,M,AOI100682,67
CI25203,1,SI2566,152,07-09-2007,AI564789,M,AOI100502,67
CI25204,1,SI2566,73,07-09-2007,AI564790,M,AOI100259,
CI25205,1,SI2566,385,07-09-2007,AI564791,M,AOI100683,67
CI25206,1,SI2566,370,07-09-2007,AI564792,M,AOI100684,67
CI25207,1,SI2566,429,07-09-2007,AI564793,M,AOI100685,
CI25208,1,SI2566,286,07-09-2007,AI564794,M,AOI100686,67
CI25209,1,SI2566,102,07-09-2007,AI564795,M,AOI100687,67
CI25210,1,SI2566,1639,07-09-2007,AI564796,M,AOI100298,36
CI25211,1,SI2566,64,07-09-2007,AI564797,M,AOI100235,
CI25212,1,SI2566,175,07-09-2007,AI564798,M,AOI100688,67
CI25213,1,SI2566,96,07-09-2007,AI564799,M,AOI100689,67
CI25214,1,SI2567,557,07-09-2007,AI563991,M,AOI100269,67
CI25215,1,SI2565,257,04-09-2007,AI564800,M,AOI100193,
CI25216,1,SI2567,671,07-09-2007,AI564039,M,AOI100173,30
CI25217,1,SI2567,319,07-09-2007,AI563744,M,AOI100121,67
CI25218,1,SI2565,128,04-09-2007,AI564801,M,AOI100097,
CI25219,1,SI2567,415,07-09-2007,AI563709,M,AOI100098,67
CI25220,1,SI2565,464,04-09-2007,AI564459,M,AOI100145,
CI25221,1,SI2565,530,05-09-2007,AI564802,F,AOI100690,
CI25222,1,SI2567,572,07-09-2007,AI564803,M,AOI100116,67
CI25223,1,SI2565,123,05-09-2007,AI563911,M,AOI100130,
CI25224,1,SI2565,135,05-09-2007,AI564095,M,AOI100091,
CI25225,1,SI2565,151,05-09-2007,AI564804,M,AOI100114,
CI25226,1,SI2565,233,05-09-2007,AI564805,M,AOI100691,
CI25227,1,SI2565,38,04-09-2007,,,,
CI25228,1,SI2567,230,07-09-2007,AI564806,M,AOI100272,48
CI25229,1,SI2567,57,07-09-2007,AI563843,M,AOI100188,61
CI25230,1,SI2567,260,07-09-2007,AI564062,M,AOI100066,67
CI25231,1,SI2567,178,07-09-2007,AI563718,M,AOI100104,67
CI25232,1,SI2567,401,07-09-2007,AI563724,M,AOI100098,67
CI25233,1,SI2567,274,07-09-2007,AI564807,M,AOI100272,67
CI25234,1,SI2567,460,07-09-2007,AI563730,M,AOI100112,30
CI25235,1,SI2554,408,14-09-2007,AI564240,M,AOI100068,39
CI25236,1,SI2554,162,14-09-2007,AI564808,M,AOI100063,
CI25237,1,SI2554,428,14-09-2007,AI564809,M,AOI100028,39
