Offered_By,Category,Rating,Reviews,Size,Price,Content_Rating,Last_Updated_On,Release_Version,OS_Version_Required,Downloads
ps_id-25798,Game Puzzle,4.68,987,24M,Free,Everyone,Apr 30 2020,1.0.58,4.0.3 and up,"50,000+"
ps_id-25371,Medical,4.3,447,2.8M,Free,Everyone,Aug 10 2018,1,4.1 and up,"100,000+"
ps_id-35230,Education,4.52,257,11M,Free,Everyone,Dec 04 2019,2,4.0.3 and up,"50,000+"
ps_id-36650,Tools,4.52,92,543k,Free,Everyone,Mar 24 2020,1.2,4.0 and up,"5,000+"
ps_id-21984,Music And Audio,4.32,147,84M,Free,Everyone,Dec 18 2019,1.6.0,6.0 and up,"50,000+"
ps_id-11873,Productivity,4.68,3120,1.3M,185.70420000000001,Everyone,Oct 07 2019,2.1.2,4.0 and up,"100,000+"
ps_id-35496,Health And Fitness,4.2,270294,58M,Free,Everyone,Sep 04 2019,6.15.0,4.1 and up,"5,000,000+"
ps_id-16535,Books And Reference,4.21,21515,6.3M,Free,Everyone,Oct 15 2019,1.6,4.0.3 and up,"1,000,000+"
ps_id-7861,Family,3.8,1123,5.7M,Free,Everyone,Oct 13 2017,4.2,2.3 and up,"100,000+"
ps_id-25416,Business,5.0,1,22M,Free,Everyone,Jan 09 2020,1,4.1 and up,50+
ps_id-30683,Game Simulation,4.05,36263,30M,Free,Everyone,Apr 24 2020,1,4.1 and up,"1,000,000+"
ps_id-7253,Entertainment,4.56,66,2.9M,Free,Everyone,Oct 22 2019,2.1,4.0 and up,"5,000+"
ps_id-32613,Travel And Local,4.3,100,13M,Free,Everyone,May 06 2018,6.0.18,4.1 and up,"5,000+"
ps_id-15920,Game Simulation,4.05,4108,52M,Free,Everyone,Dec 26 2019,1,4.1 and up,"1,000,000+"
ps_id-16866,House And Home,4.65,370799,Varies with device,Free,Everyone,Apr 26 2020,Varies with device,Varies with device,"10,000,000+"
ps_id-13273,News And Magazines,3.2,77,11M,Free,Everyone,Apr 16 2019,2.2.7,4.2 and up,"5,000+"
ps_id-31036,Food And Drink,4.1,52,7.3M,Free,Everyone,May 06 2020,1.2,4.4 and up,"10,000+"
ps_id-163,Game,4.6,214878,10M,Free,Everyone,Sep 07 2019,2.0.4,4.1 and up,"10,000,000+"
ps_id-14274,Music And Audio,4.64,6264,8.0M,Free,Everyone,May 06 2020,2.1.2,4.1 and up,"100,000+"
ps_id-14807,Game,4.1,74842,99M,Free,Teen,Jan 26 2018,1.7,2.3 and up,"5,000,000+"
ps_id-24144,Tools,4.55,335,4.9M,Free,Everyone,Aug 30 2019,1.3.0.3,4.1 and up,"10,000+"
ps_id-9251,Sports,4.63,33052,Varies with device,Free,Everyone,May 05 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-36728,Game Action,4.31,108045,47M,Free,Mature 17+,Jul 12 2019,1.0.9,3.0 and up,"5,000,000+"
ps_id-9821,Tools,4.25,24,2.7M,Free,Everyone,May 14 2019,1.0.1,4.0 and up,"5,000+"
ps_id-7937,Dating,4.29,13690,35M,Free,Mature 17+,Apr 23 2020,1.6.9.1,4.4 and up,"500,000+"
ps_id-32346,Music And Audio,4.05,9630,2.2M,Free,Everyone,Nov 23 2017,1.1.0,3.0 and up,"1,000,000+"
ps_id-4029,Education,4.09,11,3.7M,Free,Everyone,Feb 29 2020,1.0.1,5.0 and up,"1,000+"
ps_id-17519,Travel And Local,4.19,38960,2.0M,Free,Everyone,Aug 26 2019,2.0.21,4.1 and up,"1,000,000+"
ps_id-25450,Health And Fitness,4.51,337285,Varies with device,Free,Everyone,May 04 2020,Varies with device,Varies with device,"10,000,000+"
ps_id-32116,Game Simulation,4.57,8116,31M,Free,Everyone,Apr 15 2020,2.5.1,4.1 and up,"500,000+"
ps_id-8494,Sports,4.61,600,15M,Free,Teen,Apr 22 2020,3.1,4.1 and up,"50,000+"
ps_id-12389,Music And Audio,4.65,21970,7.6M,Free,Everyone,Apr 01 2020,1.0.11,4.1 and up,"1,000,000+"
ps_id-9548,Business,4.3,34,26M,Free,Everyone,Nov 14 2018,1.0,4.0.3 and up,"10,000+"
ps_id-34652,Music And Audio,4.26,97,2.5M,Free,Everyone,Oct 20 2019,1,4.0.3 and up,"50,000+"
ps_id-24998,Entertainment,4.57,81,30M,Free,Everyone,Jul 27 2019,2.1,4.1 and up,"10,000+"
ps_id-10875,Entertainment,4.41,1854,3.1M,Free,Everyone 10+,Nov 20 2019,10,4.0 and up,"100,000+"
ps_id-25699,Photography,4.43,669,18M,Free,Everyone,Apr 03 2020,1.0.9,4.1 and up,"50,000+"
ps_id-22415,Music And Audio,4.77,450,96M,Free,Everyone,Mar 21 2020,8.1,4.4 and up,"10,000+"
ps_id-19362,Game Card,4.4,2026,8.2M,Free,Teen,Apr 13 2020,2.0.2,4.1 and up,"50,000+"
ps_id-10668,Health And Fitness,4.53,376,8.2M,Free,Everyone,Jan 29 2020,1.1.7,4.1 and up,"100,000+"
ps_id-13638,Family,4.6,73919,40M,222.9942,Teen,Dec 20 2015,1.07,2.3 and up,"500,000+"
ps_id-7025,Travel And Local,4.0,305,5.4M,Free,Everyone,Jul 25 2019,6.3.4,4.0.3 and up,"10,000+"
ps_id-10966,Business,4.44,9,11M,Free,Everyone,Apr 30 2020,2.0.6,4.4 and up,"1,000+"
ps_id-6919,Game Puzzle,3.64,19599,9.9M,Free,Everyone,Feb 24 2015,1.6,2.3 and up,"1,000,000+"
ps_id-36267,Productivity,3.29,14,51M,Free,Everyone,Mar 04 2020,1.12,4.1 and up,"5,000+"
ps_id-29081,Music And Audio,4.12,112,4.6M,Free,Teen,Feb 21 2020,1.2,4.1 and up,"50,000+"
ps_id-7004,Productivity,3.87,2084,3.3M,Free,Everyone,Feb 26 2020,1.0.97,4.0.3 and up,"100,000+"
ps_id-27118,Photography,4.6,847159,4.2M,Free,Everyone,Dec 15 2018,4.7.4,4.0 and up,"10,000,000+"
ps_id-16328,Business,4.3,2925,15M,Free,Everyone,Mar 26 2020,2.1.11,4.4 and up,"100,000+"
ps_id-10042,Game Role Playing,4.89,3814,22M,2236.6542,Teen,May 04 2020,10.3,4.0 and up,"10,000+"
ps_id-22180,Game Action,4.33,474190,97M,Free,Mature 17+,Apr 07 2017,1.0.4,3.0 and up,"10,000,000+"
ps_id-36336,Lifestyle,3.56,1386,22M,Free,Everyone,May 07 2020,1.0.6,4.4 and up,"500,000+"
ps_id-9075,Shopping,4.4,7793,6.1M,Free,Everyone,Mar 13 2019,3.0.3,4.0.3 and up,"500,000+"
ps_id-10146,Education,4.63,1945,16M,Free,Everyone,Jan 26 2020,1.0.10,4.0 and up,"100,000+"
ps_id-32944,Medical,4.38,9415,27M,Free,Everyone,May 03 2020,5.0.1-40027,4.2 and up,"500,000+"
ps_id-26612,Game Strategy,4.02,3293,21M,Free,Teen,Sep 06 2019,0.191.5,4.0.3 and up,"500,000+"
ps_id-12110,Books And Reference,4.56,710,9.1M,Free,Everyone,Nov 06 2019,1.1,4.1 and up,"100,000+"
ps_id-33087,Business,4.7,286897,39M,Free,Everyone,Jul 04 2018,1.2.6,3.0 and up,"10,000,000+"
ps_id-31163,Entertainment,3.36,173,1.5M,Free,Teen,Apr 30 2020,2,5.0 and up,"10,000+"
ps_id-7252,Entertainment,4.82,1184,63M,Free,Everyone,Aug 06 2019,1.2.2,4.4w and up,"50,000+"
ps_id-7121,Tools,4.63,529,4.2M,Free,Everyone,Dec 30 2019,1.5,4.0 and up,"10,000+"
ps_id-11328,Family,4.2,26307,Varies with device,Free,Teen,Aug 30 2019,1.1.40,4.0.3 and up,"1,000,000+"
ps_id-1612,Entertainment,4.5,3788,6.4M,Free,Teen,Oct 23 2019,2.9,4.0.3 and up,"1,000,000+"
ps_id-10264,Books And Reference,4.68,14430,9.3M,Free,Everyone,May 05 2020,5.5.2,4.0 and up,"500,000+"
ps_id-5029,Game Adventure,4.19,13162,94M,Free,Teen,Jan 22 2019,1.22,2.3 and up,"500,000+"
ps_id-29605,Tools,4.04,2773,808k,Free,Everyone,May 04 2020,1.1.3,2.3.3 and up,"1,000,000+"
ps_id-3637,Tools,4.62,1191,1.8M,Free,Everyone,Feb 11 2020,1.0.0.14,4.0 and up,"100,000+"
ps_id-8028,Books And Reference,3.94,89,8.3M,Free,Everyone,Dec 25 2019,1.4,4.0.3 and up,"10,000+"
ps_id-29292,Education,5.0,1,37M,Free,Everyone,Apr 24 2020,1.3.0,4.1 and up,50+
ps_id-25419,Finance,4.21,28,4.8M,Free,Everyone,Sep 01 2014,2.03,4.0 and up,"10,000+"
ps_id-10581,Music And Audio,4.1,195011,30M,Free,Everyone,Jun 28 2019,2.3.4,4.1 and up,"10,000,000+"
ps_id-12103,Education,4.49,2733,9.9M,Free,Everyone,May 02 2020,3.1,4.1 and up,"100,000+"
ps_id-19638,Education,4.73,5144,11M,Free,Everyone,Dec 25 2018,1.5,3.1 and up,"100,000+"
ps_id-19289,Sports,3.56,16,12M,Free,Teen,Apr 25 2020,8.0.61.251,4.4 and up,"1,000+"
ps_id-12341,Medical,2.3,11,12M,Free,Everyone,Aug 16 2019,1000000.6,4.1 and up,500+
ps_id-149,Game Card,4.42,44854,6.4M,Free,Teen,May 05 2020,5.10.1,4.0 and up,"1,000,000+"
ps_id-11393,Tools,3.9,65,54k,Free,Everyone,Jan 01 2016,1.4,2.0 and up,"5,000+"
ps_id-25661,Photography,3.9,55427,6.6M,Free,Everyone,Apr 29 2017,5.1,2.3.3 and up,"10,000,000+"
ps_id-6720,Game Simulation,4.24,1409443,64M,Free,Everyone,Mar 22 2018,2.3,4.0 and up,"50,000,000+"
ps_id-34531,Education,4.35,3598,9.6M,Free,Everyone,May 01 2020,2.0018,4.1 and up,"100,000+"
ps_id-26597,Medical,4.0,2,29M,Free,Everyone,Jun 15 2018,300000.0.81,4.0.3 and up,100+
ps_id-26283,Game Puzzle,4.41,281903,74M,Free,Everyone,Apr 11 2019,1.13.0,4.1 and up,"10,000,000+"
ps_id-2544,Game,4.4,14,6.6M,Free,Everyone,Apr 19 2017,0.0.3,3.0 and up,"1,000+"
ps_id-5892,Game Puzzle,3.88,446,10M,Free,Everyone,Mar 26 2020,1.9,4.0.3 and up,"100,000+"
ps_id-14319,Game Card,4.38,94,16M,Free,Everyone,Sep 10 2019,1.6.0,4.0 and up,"10,000+"
ps_id-2961,Education,4.43,7,4.3M,Free,Everyone,Jan 20 2020,4,4.1 and up,"1,000+"
ps_id-18872,Game Casual,3.7,25331,17M,Free,Everyone,Apr 21 2020,20,4.0.3 and up,"5,000,000+"
ps_id-1799,Entertainment,4.33,15,1.9M,Free,Everyone,Oct 03 2019,2.0.9,4.1 and up,"1,000+"
ps_id-26791,Books And Reference,3.7,10,5.5M,Free,Everyone,Mar 14 2020,4.1,4.0.3 and up,"1,000+"
ps_id-15650,Game Arcade,4.53,46483,18M,Free,Everyone,Jan 19 2020,2.3.1,4.4 and up,"1,000,000+"
ps_id-25722,Books And Reference,4.3,159,61M,Free,Everyone,Dec 07 2019,1.2,4.2 and up,"10,000+"
ps_id-16625,Game Arcade,4.36,554791,94M,Free,Teen,Mar 07 2020,1.6.1,4.4 and up,"10,000,000+"
ps_id-14178,Lifestyle,4.42,53,3.2M,Free,Everyone,Feb 24 2020,1.31,4.0.3 and up,"5,000+"
ps_id-29851,Game Racing,4.01,13305,49M,Free,Everyone,Jun 10 2016,2,2.3 and up,"1,000,000+"
ps_id-14560,Entertainment,3.9,9941,Varies with device,Free,Teen,Aug 11 2018,Varies with device,Varies with device,"1,000,000+"
ps_id-4729,Sports,4.4,38,2.6M,Free,Everyone,Sep 21 2018,1.0,4.0 and up,"10,000+"
ps_id-10417,Game,4.4,1381624,54M,Free,Teen,Apr 18 2018,3.1.1,3.0 and up,"10,000,000+"
ps_id-23398,Education,4.75,12,16M,Free,Everyone,Jul 17 2018,1.3.0,4.1 and up,"5,000+"
ps_id-28633,Shopping,3.8,4694,9.5M,Free,Everyone,Apr 26 2020,3.3.3,4.4 and up,"500,000+"
ps_id-6550,Game Puzzle,4.19,33071,7.8M,Free,Everyone,Apr 07 2018,1.2.7,2.3 and up,"1,000,000+"
ps_id-6224,Game,4.7,1535581,Varies with device,Free,Teen,Aug 27 2019,2.12.5,4.1 and up,"50,000,000+"
ps_id-7446,Game Simulation,4.81,901065,58M,Free,Teen,Apr 28 2020,2.3.0.1.0,4.4 and up,"10,000,000+"
ps_id-25939,Personalization,4.5,90,37M,148.4142,Everyone,Sep 08 2019,12.6,7.0 and up,"1,000+"
ps_id-34612,Auto And Vehicles,3.9,52,65M,Free,Everyone,Dec 17 2019,1.0.1,4.1 and up,"50,000+"
ps_id-18933,Game Educational,4.17,399,Varies with device,222.9942,Everyone,Oct 22 2019,2.0.3,4.0.3 and up,"10,000+"
ps_id-30994,Social,4.35,5017,Varies with device,Free,Everyone,Mar 12 2020,Varies with device,4.4 and up,"1,000,000+"
ps_id-12038,Education,4.35,138,16M,Free,Everyone,Sep 14 2018,1,4.0 and up,"1,000+"
ps_id-26230,Music And Audio,4.67,221788,19M,Free,Teen,Mar 27 2020,2.242,4.1 and up,"5,000,000+"
ps_id-5438,Books And Reference,4.63,3885,11M,Free,Everyone,Nov 28 2019,2.8.75,4.1 and up,"100,000+"
ps_id-13574,Game Casual,4.35,591481,13M,Free,Everyone,Aug 02 2019,1.5.3,2.0 and up,"10,000,000+"
ps_id-6610,Game Casual,4.33,2878716,Varies with device,Free,Everyone,May 01 2020,Varies with device,Varies with device,"100,000,000+"
ps_id-27240,Game Racing,3.95,37364,39M,Free,Everyone,Dec 31 2019,4.5,4.1 and up,"1,000,000+"
ps_id-564,House And Home,3.4,259,17M,Free,Everyone,Mar 06 2020,2.0.1,4.1 and up,"100,000+"
ps_id-20669,Business,5.0,1,26M,Free,Everyone,Feb 08 2019,1.0.0,4.4 and up,100+
ps_id-10995,Education,4.67,1155,43M,372.1542,Everyone,May 10 2019,1.3.4,4.0.3 and up,"10,000+"
ps_id-25756,Game Music,4.17,86659,11M,Free,Everyone,Sep 18 2017,3.1.2,4.0.3 and up,"10,000,000+"
ps_id-30261,Productivity,4.6,67523,Varies with device,Free,Everyone,Aug 23 2019,2.5.4,4.1 and up,"1,000,000+"
ps_id-1589,Books And Reference,4.78,379,7.8M,Free,Everyone,Jul 18 2019,1,4.0 and up,"50,000+"
ps_id-15606,Game Arcade,4.67,42061,22M,148.4142,Everyone,Jan 06 2016,1.3.5,2.3 and up,"500,000+"
ps_id-24832,Communication,4.44,9,400k,Free,Everyone,Mar 07 2020,7,4.0 and up,"1,000+"
ps_id-19044,House And Home,4.0,515,5.8M,Free,Everyone,Jul 03 2016,1.5,3.0 and up,"50,000+"
ps_id-17117,Finance,3.8,93,22M,29831.2542,Everyone,Jan 15 2019,1.0,4.1 and up,"1,000+"
ps_id-20901,Entertainment,4.29,31,6.8M,Free,Everyone,Apr 10 2020,1.0.0,4.1 and up,"5,000+"
ps_id-19044,House And Home,3.97,516,5.8M,Free,Everyone,Jul 03 2016,1.5,3.0 and up,"50,000+"
ps_id-26986,Finance,3.68,605,34M,Free,Everyone,Feb 13 2020,1.2.47,4.0 and up,"50,000+"
ps_id-18095,Education,4.53,1033,Varies with device,Free,Everyone,Apr 22 2020,Varies with device,4.1 and up,"100,000+"
ps_id-29716,Game Arcade,4.27,1178909,12M,Free,Everyone,Dec 03 2019,1.18.41,4.1 and up,"100,000,000+"
ps_id-22327,Finance,3.21,53,20M,Free,Everyone,Jan 10 2020,5.2.3,5.0 and up,"10,000+"
ps_id-30085,Communication,4.0,271,10M,Free,Everyone,Apr 01 2020,7.22,4.1 and up,"10,000+"
ps_id-30914,Game Role Playing,4.71,328,79M,521.3142,Teen,Apr 22 2020,2.4.95,4.1 and up,"5,000+"
ps_id-9520,Personalization,4.63,4436,5.5M,Free,Everyone,Apr 25 2020,1.0.8,4.0.3 and up,"100,000+"
ps_id-12751,Shopping,4.12,11984,Varies with device,Free,Everyone,Feb 10 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-22356,Shopping,4.48,5663,7.5M,Free,Everyone,Dec 31 2019,2.4.5.2,4.4 and up,"100,000+"
ps_id-27306,Music And Audio,4.32,458,7.1M,Free,Everyone,Jan 10 2020,8.3,4.1 and up,"50,000+"
ps_id-9161,Entertainment,3.7,388089,Varies with device,Free,Teen,May 17 2019,Varies with device,Varies with device,"10,000,000+"
ps_id-31073,Communication,4.47,675,17M,Free,Mature 17+,Dec 04 2019,1,4.0.3 and up,"100,000+"
ps_id-36495,Photography,4.6,3337956,Varies with device,Free,Everyone,Sep 10 2019,Varies with device,Varies with device,"100,000,000+"
ps_id-17915,Game Arcade,4.44,22024,58M,Free,Everyone,Mar 19 2020,1.7.7,4.1 and up,"1,000,000+"
ps_id-19808,Education,4.39,2560,Varies with device,Free,Everyone,Jan 28 2019,1.0.2,4.1 and up,"100,000+"
ps_id-34486,Entertainment,4.75,24,5.3M,Free,Everyone,Sep 24 2019,4.4.1,4.0.3 and up,"1,000+"
ps_id-32501,Education,4.37,30136,Varies with device,Free,Mature 17+,May 02 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-33689,Maps And Navigation,4.62,41694,64M,Free,Everyone,May 02 2020,3.4.5,4.1 and up,"1,000,000+"
ps_id-216,Game Puzzle,4.74,207434,2.5M,Free,Everyone,Mar 19 2020,2.3,4.0.3 and up,"10,000,000+"
ps_id-1695,Lifestyle,4.67,131,4.0M,Free,Everyone,Jul 19 2019,0.1.2,4.1 and up,"10,000+"
ps_id-706,Lifestyle,4.32,22,2.3M,Free,Everyone,Dec 01 2019,1,4.0 and up,"10,000+"
ps_id-4003,Productivity,4.69,15955,13M,Free,Everyone,Apr 14 2020,1.6.44,4.1 and up,"500,000+"
ps_id-20288,Game,4.6,1123190,Varies with device,Free,Teen,Sep 11 2019,Varies with device,Varies with device,"10,000,000+"
ps_id-17719,Books And Reference,4.47,478,3.9M,Free,Everyone,Oct 25 2019,1.5.2,4.0 and up,"100,000+"
ps_id-12575,Family,4.4,860078,30M,Free,Everyone,Mar 22 2019,1.6.0,4.1 and up,"10,000,000+"
ps_id-3052,Tools,4.28,758,1.4M,Free,Everyone,Nov 03 2019,1.1.4,4.0 and up,"100,000+"
ps_id-29748,Tools,4.4,5,29M,Free,Everyone,Feb 18 2020,1.9.0,4.4 and up,"1,000+"
ps_id-35209,Game Strategy,4.33,268826,86M,Free,Teen,May 07 2020,1.2.24,4.0.3 and up,"10,000,000+"
ps_id-36591,Game Casual,4.44,1037,1.9M,Free,Everyone,Dec 07 2019,2.2,4.0 and up,"100,000+"
ps_id-7950,Game Role Playing,4.38,841,14M,Free,Everyone 10+,May 16 2019,1.3,4.0 and up,"10,000+"
ps_id-18690,Health And Fitness,4.74,63661,Varies with device,Free,Everyone,Apr 15 2020,Varies with device,Varies with device,"5,000,000+"
ps_id-25482,Game Sports,4.32,2776633,41M,Free,Everyone,Apr 09 2020,3.1.3,5.0 and up,"10,000,000+"
ps_id-29308,Tools,4.82,357745,Varies with device,Free,Everyone,May 01 2020,Varies with device,4.4 and up,"100,000,000+"
ps_id-34771,Lifestyle,3.1,212,12M,Free,Everyone,Oct 31 2018,2.1.4,4.1 and up,"50,000+"
ps_id-33204,Game Casual,4.24,59,22M,Free,Everyone,Dec 26 2019,2,4.0.3 and up,"50,000+"
ps_id-35362,Weather,4.42,1262676,6.9M,Free,Everyone,Mar 26 2020,5.1.6,4.0 and up,"10,000,000+"
ps_id-10482,Lifestyle,4.7,40,8.0M,Free,Teen,Jul 30 2019,3.8.0,4.1 and up,"1,000+"
ps_id-12572,Finance,4.56,32,2.3M,Free,Everyone,Oct 19 2019,1.6.6,4.0 and up,"5,000+"
ps_id-28391,Health And Fitness,4.36,21675,Varies with device,Free,Teen,Apr 26 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-18708,Health And Fitness,4.14,285,14M,Free,Everyone,May 07 2020,1.7.7,4.4 and up,"50,000+"
ps_id-20080,Game Puzzle,4.73,1881,45M,222.9942,Everyone,Dec 22 2016,1.6.5,2.3 and up,"10,000+"
ps_id-22741,Finance,4.73,45,14M,Free,Everyone,Apr 03 2020,2.0.2,4.0.3 and up,"5,000+"
ps_id-30536,Education,4.23,44,21M,Free,Everyone,Feb 12 2020,3.6,4.0.3 and up,"10,000+"
ps_id-22693,Entertainment,4.54,787,11M,Free,Everyone,Mar 10 2020,1.0.41,4.2 and up,"10,000+"
ps_id-13706,Tools,4.61,1131,2.2M,Free,Everyone,Jul 16 2019,1.0.21,4.0 and up,"100,000+"
ps_id-36124,Game,4.5,910051,76M,Free,Teen,Sep 06 2019,5.11.0,4.1 and up,"10,000,000+"
ps_id-8819,Books And Reference,4.76,665,15M,Free,Everyone,Apr 24 2020,12,4.1 and up,"10,000+"
ps_id-32086,Video Players,4.44,16253,11M,Free,Everyone,Feb 03 2018,1.3,4.2 and up,"1,000,000+"
ps_id-18834,Sports,2.84,798,19M,Free,Everyone,Sep 06 2019,1.1.5,4.1 and up,"50,000+"
ps_id-10669,Medical,4.9,57,6.1M,Free,Everyone,Dec 15 2016,1.7,3.0 and up,"1,000+"
ps_id-24914,Family,4.6,834,22M,Free,Everyone,Apr 19 2019,1.8.11,4.0 and up,"100,000+"
ps_id-9598,Family,4.5,10159,6.4M,Free,Everyone,May 18 2019,2.17,4.1 and up,"1,000,000+"
ps_id-991,Finance,3.34,1061,17M,Free,Everyone,Apr 08 2020,6.0.9,3.0 and up,"500,000+"
ps_id-31749,Sports,4.3,752,33M,Free,Everyone,Aug 14 2019,2.6.3,4.1 and up,"100,000+"
ps_id-3147,Travel And Local,4.34,3822,13M,Free,Everyone,Jan 23 2020,1.7.6,4.1 and up,"100,000+"
ps_id-18515,Education,4.24,60699,Varies with device,Free,Everyone,May 01 2020,Varies with device,Varies with device,"10,000,000+"
ps_id-32273,Education,4.67,12,16M,Free,Everyone,Mar 13 2020,1,4.1 and up,"5,000+"
ps_id-20206,Social,3.8,108,2.8M,Free,Teen,Jul 02 2019,3.1,4.2 and up,"10,000+"
ps_id-26550,Medical,4.86,123934,12M,Free,Everyone,Apr 30 2020,1.2.32,4.1 and up,"1,000,000+"
ps_id-29184,Business,4.33,3,23M,Free,Everyone,Mar 13 2018,1.0.0,4.0 and up,500+
ps_id-18070,Education,4.29,657,20M,Free,Everyone,Apr 20 2020,1.2.15,4.1 and up,"100,000+"
ps_id-23445,Personalization,4.2,128,7.7M,Free,Everyone,Jul 18 2018,1.0,4.1 and up,"10,000+"
ps_id-7732,Finance,4.4,188,3.3M,Free,Everyone,Sep 01 2019,2.5,4.2 and up,"10,000+"
ps_id-8471,News And Magazines,4.0,293080,25M,Free,Everyone 10+,Sep 10 2019,5.17,4.4 and up,"10,000,000+"
ps_id-33047,Health And Fitness,4.44,1088,22M,Free,Everyone,Nov 21 2019,1.1,4.0.3 and up,"100,000+"
ps_id-15131,Family,4.0,93898,44M,Free,Everyone,Jun 30 2018,1.10,4.1 and up,"10,000,000+"
ps_id-19020,Game Role Playing,4.83,12,98M,73.8342,Everyone 10+,May 02 2020,1.917,5.1 and up,50+
ps_id-2091,Personalization,4.0,13,19M,73.8342,Everyone,Aug 24 2019,H7subtv0.1_tv0.4,7.0 and up,100+
ps_id-29671,Education,4.97,80,15M,Free,Everyone,Mar 19 2020,1.1,4.1 and up,"1,000+"
ps_id-24234,Education,2.88,16,27M,Free,Everyone,Feb 18 2020,2.1,4.0.3 and up,"5,000+"
ps_id-23067,Tools,4.43,6351,Varies with device,Free,Everyone,Jan 01 2020,Varies with device,Varies with device,"500,000+"
ps_id-23812,Entertainment,5.0,12,8.2M,Free,Everyone,Mar 20 2020,1.0.0,4.1 and up,500+
ps_id-9285,Lifestyle,4.17,12,6.8M,Free,Everyone,Mar 24 2019,1,2.3 and up,"1,000+"
ps_id-29486,Music And Audio,4.78,1980,99M,Free,Everyone,Apr 10 2020,3,4.1 and up,"100,000+"
ps_id-36111,News And Magazines,4.4,185884,7.5M,Free,Mature 17+,Oct 22 2018,3.1.9,4.1 and up,"1,000,000+"
ps_id-23314,Sports,3.93,71,18M,Free,Everyone,Apr 24 2020,1,4.0.3 and up,"10,000+"
ps_id-30599,Tools,4.39,1069330,Varies with device,Free,Everyone,Apr 09 2020,Varies with device,Varies with device,"100,000,000+"
ps_id-17798,Dating,4.5,182986,77M,Free,Mature 17+,Sep 06 2019,5.0.8,4.1 and up,"5,000,000+"
ps_id-6532,Personalization,4.8,51,3.4M,Free,Everyone,Jul 15 2019,1.1.1,4.0 and up,"5,000+"
ps_id-20798,Game Action,4.44,4040,46M,Free,Teen,Apr 17 2020,0.63,4.1 and up,"100,000+"
ps_id-14502,Game Casino,4.81,409473,38M,Free,Teen,Apr 24 2020,1.2.81,4.0.3 and up,"1,000,000+"
ps_id-5237,Music And Audio,4.07,179,6.2M,Free,Everyone,Mar 08 2020,3.3.19,4.0.3 and up,"10,000+"
ps_id-4345,Photography,4.4,5282558,Varies with device,Free,Everyone,Sep 03 2019,7.6.5,4.3 and up,"100,000,000+"
ps_id-14407,Business,4.37,306,18M,Free,Everyone,Apr 15 2020,3.9.2,4.1 and up,"50,000+"
ps_id-33143,Social,4.8,5,3.0M,Free,Teen,Aug 24 2019,1.0,4.0 and up,100+
ps_id-14100,Finance,3.7,2594,Varies with device,Free,Everyone,Apr 17 2019,Varies with device,Varies with device,"500,000+"
ps_id-23537,Family,4.7,557,6.7M,Free,Everyone,Nov 12 2016,1.0,2.1 and up,"10,000+"
ps_id-16280,Game,3.9,2454,37M,Free,Everyone,Oct 15 2018,1.2,4.0 and up,"500,000+"
ps_id-15576,Education,4.4,226,2.5M,Free,Everyone,Oct 23 2019,1.1,4.0.3 and up,"50,000+"
ps_id-3596,House And Home,4.28,23709,17M,Free,Everyone,Apr 16 2020,4.8.12,4.4 and up,"1,000,000+"
ps_id-5112,Family,4.2,222664,98M,Free,Everyone,Sep 05 2019,2.6.0.125,4.0.3 and up,"10,000,000+"
ps_id-30828,Education,3.86,14,2.4M,Free,Everyone,Mar 03 2020,1.5,4.0 and up,"5,000+"
ps_id-22778,Maps And Navigation,3.31,752,7.6M,Free,Everyone,Mar 18 2020,4.26.18,4.4 and up,"500,000+"
ps_id-892,Lifestyle,4.82,8438,16M,Free,Everyone,Mar 26 2020,7.4.0,4.0.3 and up,"500,000+"
ps_id-31032,Personalization,2.28,43,60M,Free,Everyone,Apr 11 2020,3.1.2,4.4 and up,"1,000+"
ps_id-34488,Business,2.0,1,9.8M,Free,Everyone,Apr 22 2020,1.0.6,5.0 and up,100+
ps_id-16743,Family,5.0,3,1.8M,Free,Mature 17+,Jan 30 2018,3.1,4.3 and up,100+
ps_id-19693,Education,4.35,1091,18M,Free,Everyone,Dec 22 2019,6,4.0.3 and up,"100,000+"
ps_id-26758,Tools,4.18,1279,Varies with device,Free,Everyone,Apr 29 2020,Varies with device,Varies with device,"500,000+"
ps_id-17243,News And Magazines,4.15,1561,16M,Free,Everyone,Apr 02 2020,V4.32.0.4,5.0 and up,"100,000+"
ps_id-3685,Shopping,4.56,54,7.2M,Free,Everyone,Apr 28 2020,1.3.0,5.0 and up,"1,000+"
ps_id-14362,Education,4.32,1769,2.6M,Free,Everyone,Jan 30 2020,4.6.5,4.0.3 and up,"100,000+"
ps_id-15417,Family,3.7,24137,Varies with device,Free,Everyone,Jul 30 2019,Varies with device,Varies with device,"5,000,000+"
ps_id-2280,Video Players,3.98,43,19M,Free,Everyone,Dec 21 2019,1.1.1,4.0 and up,"10,000+"
ps_id-3109,Personalization,4.5,2,3.0M,Free,Everyone,Jan 25 2019,1.0,4.1 and up,100+
ps_id-18036,Shopping,5.0,5,11M,Free,Everyone,Mar 31 2020,2.1.25,4.1 and up,"5,000+"
