Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2011-12-13,9.44,9.44,8.91,9.23,9.18413087345,291396.0,247.0,2676219.0,221818.0,76.12,0.53,-0.21
2011-12-12,9.02,9.08,8.62,9.02,9.00221825202,166798.0,233.0,1501552.0,141399.0,84.77,0.46,0.0
2011-12-09,8.65,8.87,8.13,8.67,8.49393491771,297193.0,455.0,2524338.0,108774.0,36.6,0.74,0.02
2011-12-08,8.23,8.89,8.23,8.54,8.41979068598,510907.0,677.0,4301730.0,270285.0,52.9,0.66,0.31
2011-12-07,9.53,9.53,8.66,8.66,9.07552803565,113534.0,227.0,1030381.0,102898.0,90.63,0.87,-0.87
2011-12-05,9.2,9.24,8.97,9.11,9.1214370121,111704.0,132.0,1018901.0,94166.0,84.3,0.27,-0.09
2011-12-02,9.0,9.18,8.77,9.1,9.02082047839,220408.0,212.0,1988261.0,181848.0,82.51,0.41,0.1
2011-12-01,8.78,8.85,8.43,8.81,8.79721641942,453804.0,219.0,3992212.0,359447.0,79.0,0.42,0.03
2011-11-30,8.48,8.6,8.15,8.45,8.30913161199,264444.0,194.0,2197300.0,168679.0,63.79,0.45,-0.03
2011-11-29,8.5,8.5,7.88,8.28,8.19618032866,290758.0,230.0,2383105.0,152092.0,52.31,0.62,-0.22
2011-11-28,8.14,8.24,7.47,8.19,7.94187630481,259137.0,345.0,2058034.0,129666.0,50.04,0.77,0.05
2011-11-25,8.3,8.3,7.61,7.86,7.73163202115,324573.0,427.0,2509479.0,238832.0,73.58,0.69,-0.44
2011-11-24,8.23,8.25,7.7,8.0,8.00719311635,95647.0,163.0,765864.0,87415.0,91.39,0.55,-0.23
2011-11-23,8.07,8.07,7.62,7.9,7.85356144714,156004.0,180.0,1225187.0,125098.0,80.19,0.45,-0.17
2011-11-22,7.8,7.89,7.16,7.81,7.58533290183,194667.0,338.0,1476614.0,131894.0,67.75,0.73,0.01
2011-11-21,7.5,7.88,7.41,7.52,7.47250397752,239471.0,313.0,1789448.0,156406.0,65.31,0.47,0.02
2011-11-18,7.62,7.9,7.48,7.79,7.68520781373,238964.0,305.0,1836488.0,143832.0,60.19,0.42,0.17
2011-11-17,8.05,8.05,7.49,7.87,7.72833875571,300606.0,284.0,2323185.0,227127.0,75.56,0.56,-0.18
2011-11-16,7.7,7.95,7.3,7.88,7.55954600564,98151.0,219.0,741977.0,63042.0,64.23,0.65,0.18
2011-11-15,7.68,7.78,7.04,7.68,7.28030666628,239609.0,245.0,1744427.0,211791.0,88.39,0.74,0.0
2011-11-14,8.03,8.03,7.28,7.41,7.47456497369,198034.0,334.0,1480218.0,174752.0,88.24,0.75,-0.62
2011-11-11,7.89,7.89,7.21,7.66,7.67637692111,512139.0,482.0,3931372.0,374625.0,73.15,0.68,-0.23
2011-11-09,7.52,7.52,7.52,7.52,7.51999111246,85513.0,133.0,643057.0,85513.0,100.0,0.0,0.0
2011-11-08,7.17,7.17,7.17,7.17,7.16999404381,135993.0,99.0,975069.0,134959.0,99.24,0.0,0.0
2011-11-04,6.83,6.83,6.8,6.83,6.82852222776,44134.0,75.0,301370.0,40676.0,92.16,0.03,0.0
2011-11-03,6.43,6.51,6.3,6.51,6.50004867317,154089.0,241.0,1001586.0,141511.0,91.84,0.21,0.08
2011-11-02,6.19,6.23,5.95,6.2,6.19788737225,277001.0,286.0,1716821.0,240390.0,86.78,0.28,0.01
2011-11-01,5.85,6.2,5.7,5.94,5.83719149292,406109.0,320.0,2370536.0,315009.0,77.57,0.5,0.09
2011-10-31,6.3,6.3,5.86,5.99,5.98232587389,486587.0,372.0,2910922.0,390579.0,80.27,0.44,-0.31
2011-10-28,6.78,6.78,6.16,6.16,6.19610145002,77516.0,94.0,480297.0,64362.0,83.03,0.62,-0.62
2011-10-26,7.04,7.05,6.46,6.48,6.60233461281,133127.0,129.0,878949.0,63149.0,47.44,0.59,-0.56
2011-10-25,6.77,6.99,6.77,6.79,6.78631885605,224835.0,112.0,1525802.0,125126.0,55.65,0.22,0.02
2011-10-24,7.6,7.6,7.12,7.12,7.29938221821,123992.0,183.0,905065.0,99046.0,79.88,0.48,-0.48
2011-10-21,7.5,7.76,7.06,7.49,7.40155385124,290504.0,221.0,2150181.0,201293.0,69.29,0.7,-0.01
2011-10-20,7.7,7.99,7.23,7.43,7.56974573107,206199.0,190.0,1560874.0,197507.0,95.78,0.76,-0.27
2011-10-19,7.58,8.15,7.58,7.61,7.60298814252,416446.0,190.0,3166234.0,383429.0,92.07,0.57,0.03
2011-10-18,7.97,7.97,7.97,7.97,7.96999982857,58333.0,35.0,464914.0,58332.0,100.0,0.0,0.0
2011-10-17,8.38,8.38,8.38,8.38,8.37999617518,5229.0,19.0,43819.0,5229.0,100.0,0.0,0.0
2011-10-14,8.82,8.82,8.82,8.82,8.81999776454,62627.0,39.0,552370.0,62627.0,100.0,0.0,0.0
2011-10-13,9.9,9.9,9.28,9.28,9.31082168728,27334.0,63.0,254502.0,17929.0,65.59,0.62,-0.62
2011-10-12,9.78,9.94,9.76,9.76,9.79418375604,122347.0,252.0,1198289.0,71992.0,58.84,0.18,-0.02
2011-10-11,10.97,10.97,10.16,10.27,10.390748831,227755.0,369.0,2366545.0,96355.0,42.31,0.81,-0.7
2011-10-10,11.37,11.38,10.59,10.69,10.816474741,138248.0,163.0,1495356.0,105315.0,76.18,0.79,-0.68
2011-10-07,10.1,11.16,10.1,11.14,10.6005337398,837112.0,681.0,8873834.0,356249.0,42.56,1.06,1.04
2011-10-05,10.65,10.92,10.63,10.63,10.7310357671,102021.0,198.0,1094791.0,67948.0,66.6,0.29,-0.02
2011-10-04,11.18,11.5,11.18,11.18,11.3509073284,434297.0,310.0,4929665.0,326841.0,75.26,0.32,0.0
2011-10-03,12.34,12.35,11.47,11.76,11.9364169343,478272.0,273.0,5708854.0,250786.0,52.44,0.88,-0.58
2011-09-30,12.36,12.36,11.68,12.07,12.0346244551,139930.0,124.0,1684005.0,72086.0,51.52,0.68,-0.29
2011-09-29,12.7,12.88,11.84,12.19,12.3548705729,98202.0,150.0,1213273.0,67414.0,68.65,1.04,-0.51
2011-09-28,12.5,12.5,11.77,12.35,12.218721691,129155.0,108.0,1578109.0,101344.0,78.47,0.73,-0.15
2011-09-27,12.98,12.98,11.99,12.31,12.27394672,362012.0,348.0,4443316.0,237378.0,65.57,0.99,-0.67
2011-09-26,13.67,13.67,12.59,12.62,13.1003052464,185424.0,232.0,2429111.0,114557.0,61.78,1.08,-1.05
2011-09-23,13.09,14.0,13.09,13.25,13.385470618,308148.0,485.0,4124706.0,185489.0,60.19,0.91,0.16
2011-09-22,12.93,14.1,12.93,13.77,13.553712043,121025.0,223.0,1640338.0,71205.0,58.83,1.17,0.84
2011-09-21,14.65,14.65,13.7,14.08,14.0482707116,202193.0,316.0,2840462.0,140799.0,69.64,0.95,-0.57
2011-09-20,14.75,15.3,14.08,14.31,14.6553080818,180715.0,274.0,2648434.0,134520.0,74.44,1.22,-0.44
2011-09-19,14.35,15.17,14.04,14.82,14.6080805207,281170.0,450.0,4107354.0,169719.0,60.36,1.13,0.47
2011-09-16,14.87,15.54,14.61,14.77,14.9923829027,160166.0,126.0,2401270.0,136552.0,85.26,0.93,-0.1
2011-09-15,15.5,15.78,14.76,15.2,15.2309704182,317729.0,197.0,4839321.0,252517.0,79.48,1.02,-0.3
2011-09-14,15.97,15.98,14.71,15.24,15.2485747071,661443.0,508.0,10086063.0,317039.0,47.93,1.27,-0.73
2011-09-13,16.18,16.19,15.2,15.48,15.7507042383,217966.0,104.0,3433118.0,152481.0,69.96,0.99,-0.7
2011-09-12,16.0,16.1,15.3,15.94,15.8577646185,191162.0,122.0,3031402.0,123041.0,64.36,0.8,-0.06
2011-09-09,15.7,16.14,15.3,15.87,15.8364424107,213729.0,158.0,3384707.0,170217.0,79.64,0.84,0.17
2011-09-08,15.25,15.97,15.25,15.92,15.8592452943,435481.0,218.0,6906400.0,339247.0,77.9,0.72,0.67
2011-09-07,14.55,15.25,14.5,15.21,15.1711130898,210019.0,135.0,3186222.0,161548.0,76.92,0.75,0.66
2011-09-06,14.25,14.7,13.9,14.67,14.4813033394,222045.0,84.0,3215501.0,216182.0,97.36,0.8,0.42
2011-09-05,13.95,14.06,12.75,14.04,13.9244633237,157963.0,79.0,2199550.0,124724.0,78.96,1.31,0.09
2011-09-02,13.49,13.57,12.66,13.41,13.3513134644,101297.0,62.0,1352448.0,97645.0,96.39,0.91,-0.08
2011-08-30,12.72,13.12,12.51,12.94,13.0191771973,24769.0,39.0,322472.0,24178.0,97.61,0.61,0.22
2011-08-29,12.44,12.5,11.93,12.5,12.4949110656,30753.0,24.0,384256.0,29751.0,96.74,0.57,0.06
2011-08-26,11.9,11.91,11.65,11.91,11.9031010151,32312.0,62.0,384613.0,30812.0,95.36,0.26,0.01
2011-08-25,10.96,11.52,10.61,11.35,11.0161246357,47691.0,52.0,525370.0,47691.0,100.0,0.91,0.39
2011-08-24,10.75,11.0,10.3,10.98,10.8640148759,12369.0,27.0,134377.0,12369.0,100.0,0.7,0.23
2011-08-23,10.25,11.25,10.2,10.84,10.7652026101,36474.0,43.0,392650.0,36474.0,100.0,1.05,0.59
2011-08-22,10.12,10.75,10.12,10.72,10.6785240244,7534.0,24.0,80452.0,7534.0,100.0,0.63,0.6
2011-08-19,10.4,10.58,9.6,10.54,9.90645705337,16602.0,30.0,164467.0,16602.0,100.0,0.98,0.14
2011-08-18,10.95,10.98,10.1,10.1,10.326366782,28900.0,18.0,298432.0,28900.0,100.0,0.88,-0.85
2011-08-17,9.71,10.69,9.71,10.63,10.5375978574,9708.0,17.0,102299.0,9708.0,100.0,0.98,0.92
2011-08-16,10.2,10.2,10.18,10.2,10.19375,4000.0,10.0,40775.0,4000.0,100.0,0.02,0.0
2011-08-12,10.19,11.15,10.19,10.71,10.6111603189,25967.0,16.0,275540.0,25967.0,100.0,0.96,0.52
2011-08-11,10.5,10.74,10.05,10.72,10.6494408022,2593.0,16.0,27614.0,2593.0,100.0,0.69,0.22
2011-08-10,10.5,10.94,10.19,10.57,10.6120829843,20293.0,48.0,215351.0,20293.0,100.0,0.75,0.07
2011-08-09,10.88,10.88,9.86,10.72,10.3689708317,17519.0,44.0,181654.0,17519.0,100.0,1.02,-0.16
2011-08-08,10.0,10.48,9.5,10.37,10.3054513072,78605.0,56.0,810060.0,78605.0,100.0,0.98,0.37
2011-08-05,9.2,10.14,9.18,9.99,9.4959946444,88132.0,63.0,836901.0,88132.0,100.0,0.96,0.79
2011-08-04,9.5,10.39,9.5,9.66,10.2320337072,16851.0,15.0,172420.0,16851.0,100.0,0.89,0.16
2011-08-03,10.5,10.5,9.98,9.99,10.0318731988,17350.0,22.0,174053.0,17350.0,100.0,0.52,-0.51
2011-08-02,10.1,10.69,9.8,10.5,10.1424756226,16101.0,43.0,163304.0,16101.0,100.0,0.89,0.4
2011-08-01,9.76,10.23,9.76,10.2,10.095540933,27203.0,42.0,274629.0,27203.0,100.0,0.47,0.44
2011-07-29,8.86,9.75,8.86,9.75,9.45395831946,15019.0,31.0,141989.0,15019.0,100.0,0.89,0.89
2011-07-28,9.3,9.3,8.81,9.29,9.28763339611,63720.0,26.0,591808.0,63720.0,100.0,0.49,-0.01
2011-07-27,8.75,9.25,8.52,9.22,9.08509185031,27817.0,31.0,252720.0,27817.0,100.0,0.73,0.47
2011-07-26,9.03,9.04,8.18,8.96,8.73858437994,24046.0,65.0,210128.0,24046.0,100.0,0.86,-0.07
2011-07-25,8.61,9.05,8.58,8.61,8.79446546831,4228.0,18.0,37183.0,4228.0,100.0,0.47,0.0
2011-07-22,9.5,9.5,9.03,9.03,9.1352320459,19522.0,24.0,178338.0,19522.0,100.0,0.47,-0.47
2011-07-21,9.85,9.85,9.35,9.5,9.6841563786,3888.0,17.0,37652.0,3888.0,100.0,0.5,-0.35
2011-07-20,9.5,9.8,9.11,9.79,9.42094114087,6609.0,32.0,62263.0,6609.0,100.0,0.69,0.29
2011-07-19,9.35,9.43,8.73,9.37,9.09460966543,5380.0,23.0,48929.0,5380.0,100.0,0.7,0.02
2011-07-18,9.01,9.68,8.91,9.01,9.08487046632,9650.0,24.0,87669.0,9650.0,100.0,0.77,0.0
2011-07-15,9.19,9.99,9.19,9.37,9.38682857455,9141.0,23.0,85805.0,9141.0,100.0,0.8,0.18
2011-07-14,9.0,9.85,8.95,9.67,9.09820689655,3625.0,28.0,32981.0,3625.0,100.0,0.9,0.67
2011-07-13,9.05,9.8,9.0,9.42,9.09674099485,5830.0,21.0,53034.0,5830.0,100.0,0.8,0.37
2011-07-12,9.5,9.5,9.47,9.47,9.47370049505,6464.0,25.0,61238.0,6464.0,100.0,0.03,-0.03
2011-07-11,10.45,10.45,9.76,9.96,9.93221754634,31129.0,26.0,309180.0,31129.0,100.0,0.69,-0.49
2011-07-08,10.0,10.27,9.99,10.27,10.1743341404,8260.0,18.0,84040.0,8260.0,100.0,0.28,0.27
2011-07-07,10.0,10.0,9.76,9.83,9.96059023561,16468.0,23.0,164031.0,16468.0,100.0,0.24,-0.17
2011-07-06,10.23,10.49,10.0,10.24,10.2437810945,4221.0,11.0,43239.0,4221.0,100.0,0.49,0.01
2011-07-05,10.25,10.25,10.23,10.24,10.2322097378,3471.0,6.0,35516.0,3471.0,100.0,0.02,-0.01
2011-07-04,11.28,11.28,10.22,10.24,10.8213759492,8823.0,20.0,95477.0,8823.0,100.0,1.06,-1.04
2011-07-01,10.77,10.78,10.3,10.75,10.7016975586,16671.0,24.0,178408.0,16671.0,100.0,0.48,-0.02
2011-06-30,10.27,10.27,10.27,10.27,10.2694915254,1770.0,11.0,18177.0,1770.0,100.0,0.0,0.0
2011-06-29,9.08,9.9,9.08,9.79,9.77097597772,17234.0,10.0,168393.0,17234.0,100.0,0.82,0.71
2011-06-28,10.2,10.2,9.3,9.55,9.79606879607,4884.0,20.0,47844.0,4884.0,100.0,0.9,-0.65
2011-06-27,9.75,9.75,9.75,9.75,9.74974200206,1938.0,17.0,18895.0,1938.0,100.0,0.0,0.0
2011-06-24,10.25,10.76,10.23,10.25,10.3135634419,4114.0,19.0,42430.0,4114.0,100.0,0.53,0.0
2011-06-23,10.76,11.0,10.76,10.76,10.7741521069,3892.0,16.0,41933.0,3892.0,100.0,0.24,0.0
2011-06-22,10.9,12.03,10.9,11.32,11.2954633348,33615.0,28.0,379697.0,33615.0,100.0,1.13,0.42
2011-06-21,11.46,12.65,11.46,11.46,11.754173863,1737.0,15.0,20417.0,1737.0,100.0,1.19,0.0
2011-06-20,12.1,12.1,12.06,12.06,12.0637019231,832.0,11.0,10037.0,832.0,100.0,0.04,-0.04
2011-06-17,12.71,12.71,12.69,12.69,12.6910344828,1450.0,5.0,18402.0,1450.0,100.0,0.02,-0.02
2011-06-16,13.35,13.35,13.35,13.35,13.3463687151,179.0,3.0,2389.0,179.0,100.0,0.0,0.0
2011-06-15,14.79,14.8,13.5,14.01,14.29750162,41667.0,24.0,595734.0,41667.0,100.0,1.3,-0.78
2011-06-14,13.45,14.29,13.45,14.19,14.2017070979,17808.0,12.0,252904.0,17808.0,100.0,0.84,0.74
2011-06-13,14.28,14.28,13.25,13.98,14.0021814521,17878.0,6.0,250331.0,17878.0,100.0,1.03,-0.3
2011-06-10,13.73,13.79,13.0,13.78,13.7585581501,4411.0,9.0,60689.0,4411.0,100.0,0.79,0.05
2011-06-09,13.97,13.98,12.82,13.68,13.831048012,24723.0,16.0,341945.0,24723.0,100.0,1.16,-0.29
2011-06-08,13.27,14.56,13.27,13.4,14.0614298152,20674.0,24.0,290706.0,20674.0,100.0,1.29,0.13
2011-06-07,14.7,14.75,13.78,13.9,14.5006278449,12742.0,15.0,184767.0,12742.0,100.0,0.97,-0.8
2011-06-06,14.0,14.5,14.0,14.5,14.1666666667,150.0,2.0,2125.0,150.0,100.0,0.5,0.5
2011-06-03,13.75,14.55,13.49,14.04,13.859128823,5395.0,34.0,74770.0,5395.0,100.0,1.06,0.29
2011-06-02,14.45,14.45,13.73,14.19,14.2767885407,50544.0,33.0,721606.0,50544.0,100.0,0.72,-0.26
2011-06-01,13.5,14.55,13.5,14.45,14.406077147,27480.0,22.0,395879.0,27480.0,100.0,1.05,0.95
2011-05-31,13.55,14.0,13.35,13.95,13.698440208,2885.0,25.0,39520.0,2885.0,100.0,0.65,0.4
2011-05-30,13.65,14.25,13.55,14.0,13.9498521996,28755.0,17.0,401128.0,28755.0,100.0,0.7,0.35
2011-05-27,14.9,14.9,13.9,14.25,14.2449219669,25502.0,12.0,363274.0,25502.0,100.0,1.0,-0.65
2011-05-26,14.8,14.8,13.6,14.55,14.1408861331,48706.0,19.0,688746.0,48706.0,100.0,1.2,-0.25
2011-05-25,14.55,14.55,14.3,14.3,14.3912900467,15201.0,6.0,218762.0,15201.0,100.0,0.25,-0.25
2011-05-24,13.4,14.95,13.4,14.35,14.1104668451,13452.0,17.0,189814.0,13397.0,99.59,1.55,0.95
2011-05-23,14.5,14.5,13.7,14.4,14.3820929569,3507.0,24.0,50438.0,3461.0,98.69,0.8,-0.1
2011-05-20,14.2,14.6,13.35,14.0,13.7725513144,22216.0,19.0,305971.0,22215.0,100.0,1.25,-0.2
2011-05-19,14.25,15.45,13.75,14.05,14.0712372791,7468.0,44.0,105084.0,7057.0,94.5,1.7,-0.2
2011-05-18,14.95,15.65,14.1,15.25,15.0493732309,24730.0,57.0,372171.0,23613.0,95.48,1.55,0.3
2011-05-17,14.25,15.35,14.25,15.0,14.7881653033,9413.0,61.0,139201.0,8665.0,92.05,1.1,0.75
2011-05-16,15.95,15.95,13.9,14.25,14.6728160608,11058.0,28.0,162252.0,9853.0,89.1,2.05,-1.7
2011-05-13,15.3,15.35,13.6,14.85,14.6425607184,29398.0,34.0,430462.0,18781.0,63.89,1.75,-0.45
2011-05-12,14.05,15.0,14.05,14.25,14.6943456211,13211.0,13.0,194127.0,13020.0,98.55,0.95,0.2
2011-05-11,14.4,15.0,14.4,14.95,14.9442328294,16802.0,7.0,251093.0,16802.0,100.0,0.6,0.55
2011-05-10,15.0,15.75,14.7,15.3,15.0801146542,13955.0,20.0,210443.0,12951.0,92.81,1.05,0.3
2011-05-09,16.5,16.5,14.55,15.45,15.3639012146,44622.0,47.0,685568.0,32276.0,72.33,1.95,-1.05
2011-05-06,15.7,16.15,14.2,15.7,15.485778927,12376.0,49.0,191652.0,12073.0,97.55,1.95,0.0
2011-05-05,14.75,15.85,14.7,14.7,14.8401752585,25334.0,33.0,375961.0,24586.0,97.05,1.15,-0.05
2011-05-04,15.45,16.9,15.45,15.45,15.5593692022,4312.0,19.0,67092.0,4113.0,95.38,1.45,0.0
2011-05-03,16.25,17.85,16.25,16.25,16.9745014201,32041.0,48.0,543880.0,29824.0,93.08,1.6,0.0
2011-05-02,18.1,18.5,17.1,17.1,17.6672862454,35508.0,53.0,627330.0,34756.0,97.88,1.4,-1.0
2011-04-29,18.17,18.17,17.2,17.98,18.0911256084,77256.0,164.0,1397648.0,70243.0,90.92,0.97,-0.19
2011-04-28,17.31,17.31,17.31,17.31,17.3099826352,23611.0,24.0,408706.0,23609.0,99.99,0.0,0.0
2011-04-27,16.44,16.49,16.44,16.49,16.458723784,4482.0,15.0,73768.0,3600.0,80.32,0.05,0.05
2011-04-26,15.7,15.71,15.25,15.71,15.6983396679,4999.0,27.0,78476.0,4989.0,99.8,0.46,0.01
2011-04-25,14.95,14.97,14.2,14.97,14.7152061856,34920.0,60.0,513855.0,29920.0,85.68,0.77,0.02
2011-04-21,14.65,14.65,13.3,14.26,14.0079385043,99389.0,97.0,1392235.0,43796.0,44.07,1.35,-0.39
2011-04-20,13.7,13.96,13.45,13.96,13.8347607136,60367.0,54.0,835163.0,59803.0,99.07,0.51,0.26
2011-04-19,13.9,13.9,13.2,13.3,13.4243738318,26750.0,47.0,359102.0,24089.0,90.05,0.7,-0.6
2011-04-18,14.1,14.1,13.16,13.63,13.6258171989,31816.0,42.0,433519.0,29532.0,92.82,0.94,-0.47
2011-04-15,13.56,14.35,13.4,13.76,14.0235597276,16299.0,31.0,228570.0,15687.0,96.25,0.95,0.2
2011-04-13,13.28,14.1,13.28,14.08,14.0373209894,20739.0,31.0,291120.0,20683.0,99.73,0.82,0.8
2011-04-11,13.89,14.0,13.12,13.85,13.5032375189,33050.0,30.0,446282.0,32213.0,97.47,0.88,-0.04
2011-04-08,13.13,14.46,13.13,13.49,13.8060773959,11551.0,29.0,159474.0,10605.0,91.81,1.33,0.36
2011-04-07,13.12,13.9,13.12,13.79,13.713660469,31302.0,68.0,429265.0,29858.0,95.39,0.78,0.67
2011-04-06,14.0,14.49,13.55,13.8,13.9244360902,2660.0,12.0,37039.0,2650.0,99.62,0.94,-0.2
2011-04-05,13.75,14.28,13.75,13.95,14.0263648285,43467.0,42.0,609684.0,42957.0,98.83,0.53,0.2
2011-04-04,13.6,13.63,13.0,13.6,13.2888372406,29688.0,31.0,394519.0,29588.0,99.66,0.63,0.0
2011-04-01,13.12,13.12,12.16,12.99,12.8988404638,5002.0,23.0,64520.0,4701.0,93.98,0.96,-0.13
2011-03-31,13.0,13.0,12.05,12.5,12.6526284049,29847.0,44.0,377643.0,28406.0,95.17,0.95,-0.5
2011-03-30,12.85,12.85,11.7,12.5,12.4283473086,18485.0,44.0,229738.0,17275.0,93.45,1.15,-0.35
2011-03-29,13.65,13.7,12.2,12.25,12.6403923832,8665.0,55.0,109529.0,6999.0,80.77,1.5,-1.4
2011-03-28,14.85,14.85,12.9,13.5,13.7427359933,43158.0,31.0,593109.0,28099.0,65.11,1.95,-1.35
2011-03-25,14.95,14.95,13.55,13.8,14.1024199137,37522.0,39.0,529151.0,35819.0,95.46,1.4,-1.15
2011-03-24,14.7,15.65,14.35,14.6,14.7586905969,16771.0,50.0,247518.0,14874.0,88.69,1.3,-0.1
2011-03-23,14.05,16.45,14.05,15.45,14.9028426598,20122.0,42.0,299875.0,16920.0,84.09,2.4,1.4
2011-03-22,14.05,16.35,14.05,15.4,15.4860891412,85976.0,51.0,1331432.0,75919.0,88.3,2.3,1.35
2011-03-21,15.45,15.55,13.7,15.2,14.5688808254,162048.0,75.0,2360858.0,120504.0,74.36,1.85,-0.25
2011-03-18,12.3,14.55,12.3,14.25,13.582173671,43116.0,65.0,585609.0,40698.0,94.39,2.25,1.95
2011-03-17,12.8,14.6,12.65,13.25,13.291994994,86296.0,212.0,1147046.0,66045.0,76.53,1.95,0.45
2011-03-16,14.8,15.1,13.1,13.95,13.7928036154,69924.0,111.0,964448.0,41625.0,59.53,2.0,-0.85
2011-03-15,14.0,15.3,13.35,14.45,13.8543643186,61029.0,99.0,845518.0,49584.0,81.25,1.95,0.45
2011-03-14,14.35,16.0,13.45,14.15,14.7438435106,55876.0,61.0,823827.0,48908.0,87.53,2.55,-0.2
2011-03-11,16.55,16.7,14.7,14.75,15.0657485216,25704.0,40.0,387250.0,24879.0,96.79,2.0,-1.8
2011-03-10,16.0,16.6,14.9,16.05,15.4864234778,21876.0,26.0,338781.0,21654.0,98.99,1.7,0.05
2011-03-09,16.7,16.85,14.35,16.05,16.3921720944,66940.0,80.0,1097292.0,59823.0,89.37,2.5,-0.65
2011-03-08,16.9,16.9,14.6,15.85,15.7512248391,67764.0,47.0,1067366.0,40544.0,59.83,2.3,-1.05
2011-03-07,16.8,16.8,15.25,15.5,15.340236101,15163.0,55.0,232604.0,11403.0,75.2,1.55,-1.3
2011-03-04,15.8,16.85,15.8,16.0,16.011089465,6673.0,25.0,106842.0,5485.0,82.2,1.05,0.2
2011-03-03,17.4,17.4,16.55,16.6,16.6532859455,31513.0,37.0,524795.0,25886.0,82.14,0.85,-0.8
2011-03-01,17.7,17.7,16.7,17.4,17.3712902024,24159.0,27.0,419673.0,23809.0,98.55,1.0,-0.3
2011-02-28,17.0,17.15,15.55,16.95,16.6387115142,24587.0,61.0,409096.0,20935.0,85.15,1.6,-0.05
2011-02-25,16.0,16.5,15.85,16.35,16.2752703416,60664.0,140.0,987323.0,53015.0,87.39,0.65,0.35
2011-02-24,17.45,17.45,16.2,16.65,16.4922412414,6251.0,32.0,103093.0,5850.0,93.59,1.25,-0.8
2011-02-23,17.45,17.65,16.75,16.95,17.12046875,12800.0,40.0,219142.0,6120.0,47.81,0.9,-0.5
2011-02-22,17.4,17.4,16.4,17.15,16.7587695629,11118.0,12.0,186324.0,11117.0,99.99,1.0,-0.25
2011-02-21,17.65,17.65,16.85,16.85,17.3402527713,14163.0,33.0,245590.0,11823.0,83.48,0.8,-0.8
2011-02-18,18.3,18.3,16.8,16.85,17.1634306681,6541.0,25.0,112266.0,6400.0,97.84,1.5,-1.45
2011-02-17,17.55,18.8,17.45,17.55,18.0186521376,40746.0,83.0,734188.0,30133.0,73.95,1.35,0.0
2011-02-16,18.15,18.3,17.0,18.3,17.772283617,37191.0,80.0,660969.0,35464.0,95.36,1.3,0.15
2011-02-15,17.2,18.8,17.15,17.45,17.2874177408,73548.0,113.0,1271455.0,65235.0,88.7,1.65,0.25
2011-02-14,18.2,18.35,17.0,18.0,18.0330138013,49343.0,148.0,889803.0,17583.0,35.63,1.35,-0.2
2011-02-11,16.85,18.35,16.85,17.5,17.3789192716,84295.0,170.0,1464956.0,8701.0,10.32,1.5,0.65
2011-02-10,18.4,18.4,16.75,17.65,17.4035189426,68998.0,69.0,1200808.0,30113.0,43.64,1.65,-0.75
2011-02-09,18.55,18.55,17.2,17.6,17.886875502,31125.0,97.0,556729.0,7533.0,24.2,1.35,-0.95
2011-02-08,17.1,18.7,17.1,18.1,17.878039411,70285.0,170.0,1256558.0,17277.0,24.58,1.6,1.0
2011-02-07,16.8,18.4,16.75,17.85,17.0886831824,45048.0,102.0,769811.0,31177.0,69.21,1.65,1.05
2011-02-04,18.45,18.45,17.45,17.6,17.5589292157,69295.0,114.0,1216746.0,48285.0,69.68,1.0,-0.85
2011-02-03,19.6,19.6,18.35,18.35,18.4428195771,74536.0,154.0,1374654.0,58376.0,78.32,1.25,-1.25
2011-02-02,18.0,19.8,18.0,19.3,18.867635341,106675.0,138.0,2012705.0,46873.0,43.94,1.8,1.3
2011-02-01,18.65,19.65,18.35,18.9,18.8989041803,27103.0,45.0,512217.0,26061.0,96.16,1.3,0.25
2011-01-31,20.65,20.65,18.85,19.25,19.1358078523,55041.0,73.0,1053254.0,49847.0,90.56,1.8,-1.4
2011-01-28,21.2,21.2,19.6,19.8,19.6460828555,58946.0,107.0,1158058.0,43033.0,73.0,1.6,-1.4
2011-01-27,21.55,21.55,19.7,20.6,20.2424188281,100743.0,199.0,2039282.0,69457.0,68.94,1.85,-0.95
2011-01-25,20.75,21.75,20.0,20.7,20.3273371078,158433.0,179.0,3220521.0,125881.0,79.45,1.75,-0.05
2011-01-24,21.05,21.3,20.05,21.0,20.8637926513,68638.0,89.0,1432049.0,56678.0,82.58,1.25,-0.05
2011-01-21,19.5,20.75,19.5,20.35,20.3115864375,116645.0,89.0,2369245.0,106327.0,91.15,1.25,0.85
2011-01-20,19.55,20.85,19.25,20.05,19.5966516383,174115.0,274.0,3412071.0,40564.0,23.3,1.6,0.5
2011-01-19,21.15,21.3,20.25,20.25,20.5212523445,138620.0,239.0,2844656.0,56515.0,40.77,1.05,-0.9
2011-01-18,22.25,22.3,21.1,21.3,21.6077147749,129077.0,95.0,2789059.0,27971.0,21.67,1.2,-0.95
2011-01-17,19.6,21.5,19.5,21.25,20.192216848,230318.0,267.0,4650631.0,62636.0,27.2,2.0,1.65
2011-01-14,20.7,21.9,20.5,20.5,21.2962353788,141661.0,107.0,3016846.0,120452.0,85.03,1.4,-0.2
