Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
SVA,"Sinovac Biotech, Ltd.","Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",Q,N,N,100
SVBI,Severn Bancorp Inc,Severn Bancorp Inc - Common Stock,S,N,N,100
SVVC,"Firsthand Technology Value Fund, Inc.","Firsthand Technology Value Fund, Inc. - Common Stock",Q,N,N,100
SWHC,Smith & Wesson Holding Corporation,Smith & Wesson Holding Corporation - Common Stock,Q,N,N,100
SWIR,"Sierra Wireless, Inc.","Sierra Wireless, Inc. - Common Stock",Q,N,N,100
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc. - Common Stock",Q,N,N,100
SWSH,"Swisher Hygiene, Inc.","Swisher Hygiene, Inc. - Common Stock",S,N,N,100
SYBT,"Stock Yards Bancorp, Inc.","Stock Yards Bancorp, Inc. - Common Stock",Q,N,N,100
SYKE,"Sykes Enterprises, Incorporated","Sykes Enterprises, Incorporated - Common Stock",Q,N,N,100
SYMC,Symantec Corporation,Symantec Corporation - Common Stock,Q,N,N,100
SYMX,"Synthesis Energy Systems, Inc.","Synthesis Energy Systems, Inc. - Common Stock",G,N,N,100
SYNA,Synaptics Incorporated,Synaptics Incorporated - Common Stock,Q,N,N,100
SYNC,"Synacor, Inc.","Synacor, Inc. - Common Stock",G,N,N,100
SYNL,Synalloy Corporation,Synalloy Corporation - Common Stock,G,N,N,100
SYNT,"Syntel, Inc.","Syntel, Inc. - Common Stock",Q,N,N,100
SYPR,"Sypris Solutions, Inc.","Sypris Solutions, Inc. - Common Stock",G,N,N,100
SYRX,Sysorex Global Holding Corp.,Sysorex Global Holding Corp. - Common Stock,S,N,N,100
SYUT,"Synutra International, Inc.","Synutra International, Inc. - Common Stock",Q,N,N,100
SZMK,Sizmek Inc.,Sizmek Inc. - Common Stock,Q,N,N,100
SZYM,"Solazyme, Inc.","Solazyme, Inc. - Common Stock",Q,N,N,100
TACT,TransAct Technologies Incorporated,TransAct Technologies Incorporated - Common Stock,G,N,N,100
TAIT,Taitron Components Incorporated,Taitron Components Incorporated - Class A Common Stock,S,N,N,100
TAPR,Barclays PLC,Barclays PLC - Barclays Inverse US Treasury Composite ETN,G,N,N,100
TASR,"TASER International, Inc.","TASER International, Inc. - Common Stock",Q,N,N,100
TAST,"Carrols Restaurant Group, Inc.","Carrols Restaurant Group, Inc. - Common Stock",Q,N,N,100
TATT,TAT Technologies Ltd.,TAT Technologies Ltd. - Ordinary Shares,G,N,N,100
TAX,"Liberty Tax, Inc.","Liberty Tax, Inc. - Class A Common Stock",Q,N,N,100
TAXI,Medallion Financial Corp.,Medallion Financial Corp. - Common Stock,Q,N,N,100
TAYD,"Taylor Devices, Inc.","Taylor Devices, Inc. - Common Stock",S,N,N,100
TBBK,"The Bancorp, Inc.","The Bancorp, Inc. - Common Stock",Q,N,N,100
TBIO,"Transgenomic, Inc.","Transgenomic, Inc. - Common Stock",S,N,N,100
TBK,"Triumph Bancorp, Inc.","Triumph Bancorp, Inc. - Common Stock",Q,N,N,100
TBNK,Territorial Bancorp Inc.,Territorial Bancorp Inc. - Common Stock,Q,N,N,100
TBPH,"Theravance Biopharma, Inc.","Theravance Biopharma, Inc. - Ordinary Shares",G,N,N,100
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Common Stock",Q,N,N,100
TCBIL,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042",Q,N,N,100
TCBIP,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A",Q,N,N,100
TCBIW,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Warrants 01/16/2019",Q,N,N,100
TCBK,TriCo Bancshares,TriCo Bancshares - Common Stock,Q,N,N,100
TCCO,Technical Communications Corporation,Technical Communications Corporation - Common Stock,S,N,N,100
TCFC,The Community Financial Corporation,The Community Financial Corporation - Common Stock,S,N,N,100
TCPC,TCP Capital Corp.,TCP Capital Corp. - Common Stock,Q,N,N,100
TCRD,"THL Credit, Inc.","THL Credit, Inc. - Common Stock",Q,N,N,100
TCX,Tucows Inc.,Tucows Inc. - Common Stock,S,N,N,100
TDIV,First Trust Exchange,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technology Dividend Index Fund,G,N,N,100
TEAR,TearLab Corporation,TearLab Corporation - Common Stock,S,N,N,100
TECD,Tech Data Corporation,Tech Data Corporation - Common Stock,Q,N,N,100
TECH,Bio,Bio-Techne Corp - Common Stock,Q,N,N,100
TECU,Tecumseh Products Company,Tecumseh Products Company - Common Stock,Q,N,N,100
TEDU,"Tarena International, Inc.","Tarena International, Inc. - American Depositary Shares",Q,N,N,100
TENX,"Tenax Therapeutics, Inc.","Tenax Therapeutics, Inc. - Common Stock",S,N,N,100
TERP,"TerraForm Power, Inc.","TerraForm Power, Inc. - Class A Common Stock",Q,N,N,100
TESO,Tesco Corporation,Tesco Corporation - Common Stock,Q,N,N,100
TESS,TESSCO Technologies Incorporated,TESSCO Technologies Incorporated - Common Stock,Q,N,N,100
TFM,"The Fresh Market, Inc.","The Fresh Market, Inc. - Common Stock",Q,N,N,100
TFSC,1347 Capital Corp.,1347 Capital Corp. - Common Stock,S,N,N,100
TFSCR,1347 Capital Corp.,1347 Capital Corp. - Right,S,N,N,100
TFSCU,1347 Capital Corp.,1347 Capital Corp. - Unit,S,N,N,100
TFSCW,1347 Capital Corp.,1347 Capital Corp. - Warrant,S,N,N,100
TFSL,TFS Financial Corporation,TFS Financial Corporation - Common Stock,Q,N,N,100
TGA,Transglobe Energy Corp,Transglobe Energy Corp - Ordinary Shares,Q,N,N,100
TGE,"TGC Industries, Inc.","TGC Industries, Inc. - Common Stock",Q,N,N,100
TGEN,Tecogen Inc.,Tecogen Inc. - Common Stock,S,N,N,100
TGLS,Tecnoglass Inc.,Tecnoglass Inc. - Ordinary Shares,S,N,N,100
TGTX,"TG Therapeutics, Inc.","TG Therapeutics, Inc. - Common Stock",S,N,N,100
THFF,First Financial Corporation Indiana,First Financial Corporation Indiana - Common Stock,Q,N,N,100
THLD,"Threshold Pharmaceuticals, Inc.","Threshold Pharmaceuticals, Inc. - Common Stock",S,N,N,100
THOR,Thoratec Corporation,Thoratec Corporation - Common Stock,Q,N,N,100
THRM,Gentherm Inc,Gentherm Inc - Common Stock,Q,N,N,100
THRX,"Theravance, Inc.","Theravance, Inc. - Common Stock",Q,N,N,100
THST,Truett,"Truett-Hurst, Inc. - Class A Common Stock",S,N,N,100
THTI,"THT Heat Transfer Technology, Inc.","THT Heat Transfer Technology, Inc. - Common Stock",S,N,N,100
TICC,TICC Capital Corp.,TICC Capital Corp. - Closed End Fund,Q,N,N,100
TIGR,TigerLogic Corporation,TigerLogic Corporation - Common Stock,S,N,D,100
TILE,"Interface, Inc.","Interface, Inc. - Common Stock",Q,N,N,100
TINY,"Harris & Harris Group, Inc.","Harris & Harris Group, Inc. - Common Stock",G,N,N,100
TIPT,Tiptree Financial Inc.,Tiptree Financial Inc. - Class A Common Stock,S,N,N,100
TISA,"Top Image Systems, Ltd.","Top Image Systems, Ltd. - Ordinary Shares",S,N,N,100
TITN,Titan Machinery Inc.,Titan Machinery Inc. - Common Stock,Q,N,N,100
TIVO,TiVo Inc.,TiVo Inc. - Common Stock,Q,N,N,100
TKAI,"Tokai Pharmaceuticals, Inc.","Tokai Pharmaceuticals, Inc. - Common Stock",G,N,N,100
TKMR,Tekmira Pharmaceuticals Corp,Tekmira Pharmaceuticals Corp - Common Stock,S,N,N,100
TLF,"Tandy Leather Factory, Inc.","Tandy Leather Factory, Inc. - Common Stock",G,N,N,100
TLMR,"Talmer Bancorp, Inc.","Talmer Bancorp, Inc. - Class A Common Stock",S,N,N,100
TLOG,TetraLogic Pharmaceuticals Corporation,TetraLogic Pharmaceuticals Corporation - Common Stock,G,N,N,100
TNAV,"Telenav, Inc.","Telenav, Inc. - Common Stock",Q,N,N,100
TNDM,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc. - Common Stock",G,N,N,100
TNGO,"Tangoe, Inc.","Tangoe, Inc. - Common Stock",Q,N,N,100
TNXP,Tonix Pharmaceuticals Holding Corp.,Tonix Pharmaceuticals Holding Corp. - Common Stock,G,N,N,100
TOPS,TOP Ships Inc.,TOP Ships Inc. - Common Stock,Q,N,N,100
TORM,TOR Minerals International Inc,TOR Minerals International Inc - Common Stock,S,N,N,100
TOUR,Tuniu Corporation,Tuniu Corporation - American Depositary Shares,G,N,N,100
TOWN,Towne Bank,Towne Bank - Common Stock,Q,N,N,100
TQQQ,ProShares UltraPro QQQ,ProShares UltraPro QQQ,G,N,N,100
TRAK,"Dealertrack Technologies, Inc.","Dealertrack Technologies, Inc. - Common Stock",Q,N,N,100
TRCB,Two River Bancorp,Two River Bancorp - Common Stock,S,N,N,100
TRCH,"Torchlight Energy Resources, Inc.","Torchlight Energy Resources, Inc. - Common Stock",S,N,N,100
TREE,"LendingTree, Inc.","LendingTree, Inc. - Common Stock",Q,N,N,100
TRGT,"Targacept, Inc.","Targacept, Inc. - Common Stock",Q,N,N,100
TRIB,Trinity Biotech plc,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares,Q,N,N,100
TRIL,Trillium Therapeutics Inc.,Trillium Therapeutics Inc. - Common Shares,S,N,N,100
TRIP,"TripAdvisor, Inc.","TripAdvisor, Inc. - Common Stock",Q,N,N,100
TRIV,"TriVascular Technologies, Inc.","TriVascular Technologies, Inc. - Common Stock",Q,N,N,100
TRMB,Trimble Navigation Limited,Trimble Navigation Limited - Common Stock,Q,N,N,100
TRMK,Trustmark Corporation,Trustmark Corporation - Common Stock,Q,N,N,100
TRNS,"Transcat, Inc.","Transcat, Inc. - Common Stock",G,N,N,100
TRNX,Tornier N.V.,Tornier N.V. - Ordinary Shares,Q,N,N,100
TROV,"TrovaGene, Inc.","TrovaGene, Inc. - Common Stock",S,N,N,100
TROVU,"TrovaGene, Inc.","TrovaGene, Inc. - Unit",S,N,N,100
TROVW,"TrovaGene, Inc.","TrovaGene, Inc. - Warrant",S,N,N,100
TROW,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc. - Common Stock",Q,N,N,100
TRS,TriMas Corporation,TriMas Corporation - Common Stock,Q,N,N,100
TRST,TrustCo Bank Corp NY,TrustCo Bank Corp NY - Common Stock,Q,N,N,100
TRTL,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Class A Common Stock,S,N,N,100
TRTLU,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Units,S,N,N,100
TRTLW,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Warrants,S,N,N,100
TRUE,"TrueCar, Inc.","TrueCar, Inc. - Common Stock",Q,N,N,100
TRVN,"Trevena, Inc.","Trevena, Inc. - Common Stock",Q,N,N,100
TSBK,"Timberland Bancorp, Inc.","Timberland Bancorp, Inc. - Common Stock",G,N,N,100
TSC,"TriState Capital Holdings, Inc.","TriState Capital Holdings, Inc. - Common Stock",Q,N,N,100
TSCO,Tractor Supply Company,Tractor Supply Company - Common Stock,Q,N,N,100
TSEM,Tower Semiconductor Ltd.,Tower Semiconductor Ltd. - Ordinary Shares,Q,N,N,100
TSLA,"Tesla Motors, Inc.","Tesla Motors, Inc. - Common Stock",Q,N,N,100
TSRA,"Tessera Technologies, Inc.","Tessera Technologies, Inc. - Common Stock",Q,N,N,100
TSRE,"Trade Street Residential, Inc.","Trade Street Residential, Inc. - Common Stock",G,N,N,100
TSRI,"TSR, Inc.","TSR, Inc. - Common Stock",S,N,N,100
TSRO,"TESARO, Inc.","TESARO, Inc. - Common Stock",Q,N,N,100
TST,"TheStreet, Inc.","TheStreet, Inc. - Common Stock",G,N,N,100
TSYS,"TeleCommunication Systems, Inc.","TeleCommunication Systems, Inc. - Class A Common Stock",Q,N,N,100
TTEC,"TeleTech Holdings, Inc.","TeleTech Holdings, Inc. - Common Stock",Q,N,N,100
TTEK,"Tetra Tech, Inc.","Tetra Tech, Inc. - Common Stock",Q,N,N,100
TTGT,"TechTarget, Inc.","TechTarget, Inc. - Common Stock",G,N,N,100
TTHI,"Transition Therapeutics, Inc.","Transition Therapeutics, Inc. - Ordinary Shares (Canada)",G,N,N,100
TTMI,"TTM Technologies, Inc.","TTM Technologies, Inc. - Common Stock",Q,N,N,100
TTOO,"T2 Biosystems, Inc.","T2 Biosystems, Inc. - Common Stock",G,N,N,100
TTPH,"Tetraphase Pharmaceuticals, Inc.","Tetraphase Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
TTS,"Tile Shop Hldgs, Inc.","Tile Shop Hldgs, Inc. - Common Stock",Q,N,N,100
TTWO,Take,"Take-Two Interactive Software, Inc. - Common Stock",Q,N,N,100
TUBE,"TubeMogul, Inc.","TubeMogul, Inc. - Common Stock",Q,N,N,100
TUES,Tuesday Morning Corp.,Tuesday Morning Corp. - Common Stock,Q,N,N,100
TUSA,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF,G,N,N,100
TVIX,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily 2x VIX Short Term ETN,G,N,N,100
TVIZ,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily 2x VIX Medium Term ETN,G,N,N,100
TWER,Towerstream Corporation,Towerstream Corporation - Common Stock,S,N,N,100
TWIN,"Twin Disc, Incorporated","Twin Disc, Incorporated - Common Stock",Q,N,N,100
TWMC,Trans World Entertainment Corp.,Trans World Entertainment Corp. - Common Stock,G,N,N,100
TWOU,"2U, Inc.","2U, Inc. - Common Stock",Q,N,N,100
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated - Common Stock,Q,N,N,100
TXRH,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc. - Common Stock",Q,N,N,100
TYPE,Monotype Imaging Holdings Inc.,Monotype Imaging Holdings Inc. - Common Stock,Q,N,N,100
TZOO,Travelzoo Inc.,Travelzoo Inc. - Common Stock,Q,N,N,100
UACL,"Universal Truckload Services, Inc.","Universal Truckload Services, Inc. - Common Stock",Q,N,N,100
UAE,iShares MSCI UAE Capped ETF,iShares MSCI UAE Capped ETF,G,N,N,100
UBCP,"United Bancorp, Inc.","United Bancorp, Inc. - Common Stock",S,N,N,100
UBFO,United Security Bancshares,United Security Bancshares - Common Stock,Q,N,N,100
UBIC,"UBIC, Inc.","UBIC, Inc. - American Depositary Shares",Q,N,N,100
UBNK,"United Financial Bancorp, Inc.","United Financial Bancorp, Inc.  - Common Stock",Q,N,N,100
UBNT,"Ubiquiti Networks, Inc.","Ubiquiti Networks, Inc. - Common Stock",Q,N,N,100
UBOH,"United Bancshares, Inc.","United Bancshares, Inc. - Common Stock",G,N,N,100
UBSH,Union Bankshares Corporation,Union Bankshares Corporation - Common Stock,Q,N,N,100
UBSI,"United Bankshares, Inc.","United Bankshares, Inc. - Common Stock",Q,N,N,100
UCBA,United Community Bancorp,United Community Bancorp - Common Stock,G,N,N,100
UCBI,"United Community Banks, Inc.","United Community Banks, Inc. - Common Stock",Q,N,N,100
UCFC,United Community Financial Corp.,United Community Financial Corp. - Common Stock,Q,N,N,100
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc. - Common Stock",Q,N,N,100
UDF,United Development Funding IV,United Development Funding IV - Common Shares of Beneficial Interest,Q,N,N,100
UEIC,Universal Electronics Inc.,Universal Electronics Inc. - Common Stock,Q,N,N,100
UEPS,"Net 1 UEPS Technologies, Inc.","Net 1 UEPS Technologies, Inc. - Common Stock",Q,N,N,100
UFCS,"United Fire Group, Inc","United Fire Group, Inc - Common Stock",Q,N,N,100
UFPI,"Universal Forest Products, Inc.","Universal Forest Products, Inc. - Common Stock",Q,N,N,100
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc. - Common Stock",S,N,N,100
UG,United,"United-Guardian, Inc. - Common Stock",G,N,N,100
UGLD,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Gold ETN,G,N,N,100
UHAL,Amerco,Amerco - Common Stock,Q,N,N,100
UIHC,United Insurance Holdings Corp.,United Insurance Holdings Corp. - Common Stock,S,N,N,100
ULBI,Ultralife Corporation,Ultralife Corporation - Common Stock,G,N,N,100
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.","Ulta Salon, Cosmetics & Fragrance, Inc. - Common Stock",Q,N,N,100
ULTI,"The Ultimate Software Group, Inc.","The Ultimate Software Group, Inc. - Common Stock",Q,N,N,100
ULTR,Ultrapetrol (Bahamas) Limited,Ultrapetrol (Bahamas) Limited - common stock,Q,N,N,100
UMBF,UMB Financial Corporation,UMB Financial Corporation - Common Stock,Q,N,N,100
UMPQ,Umpqua Holdings Corporation,Umpqua Holdings Corporation - Common Stock,Q,N,N,100
UNAM,Unico American Corporation,Unico American Corporation - Common Stock,G,N,N,100
UNB,"Union Bankshares, Inc.","Union Bankshares, Inc. - Common Stock",G,N,N,100
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc. - Common Stock",Q,N,N,100
UNIS,Unilife Corporation,Unilife Corporation - Common Stock,G,N,N,100
UNTD,"United Online, Inc.","United Online, Inc. - Common Stock",Q,N,N,100
UNTY,"Unity Bancorp, Inc.","Unity Bancorp, Inc. - Common Stock",G,N,N,100
UNXL,Uni,"Uni-Pixel, Inc. - Common Stock",S,N,N,100
UPI,"Uroplasty, Inc.","Uroplasty, Inc. - Common Stock",S,N,N,100
UPIP,"Unwired Planet, Inc.","Unwired Planet, Inc. - Common Stock",Q,N,N,100
UPLD,"Upland Software, Inc.","Upland Software, Inc. - Common Stock",G,N,N,100
URBN,"Urban Outfitters, Inc.","Urban Outfitters, Inc. - Common Stock",Q,N,N,100
URRE,"Uranium Resources, Inc.","Uranium Resources, Inc. - Common Stock",S,N,N,100
USAK,"USA Truck, Inc.","USA Truck, Inc. - Common Stock",Q,N,N,100
USAP,"Universal Stainless & Alloy Products, Inc.","Universal Stainless & Alloy Products, Inc. - Common Stock",Q,N,N,100
USAT,"USA Technologies, Inc.","USA Technologies, Inc. - Common Stock",G,N,N,100
USATP,"USA Technologies, Inc.","USA Technologies, Inc. - Preferred Stock",G,N,N,100
USBI,"United Security Bancshares, Inc.","United Security Bancshares, Inc. - Common Stock",S,N,N,100
USCR,"U S Concrete, Inc.","U S Concrete, Inc. - Common Stock",S,N,N,100
USEG,U.S. Energy Corp.,U.S. Energy Corp. - Common Stock,S,N,N,100
USLM,"United States Lime & Minerals, Inc.","United States Lime & Minerals, Inc. - Common Stock",Q,N,N,100
USLV,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Silver ETN,G,N,N,100
USMD,"USMD Holdings, Inc.","USMD Holdings, Inc. - Common Stock",S,N,N,100
USTR,United Stationers Inc.,United Stationers Inc. - Common Stock,Q,N,N,100
UTEK,"Ultratech, Inc.","Ultratech, Inc. - Common Stock",Q,N,N,100
UTHR,United Therapeutics Corporation,United Therapeutics Corporation - Common Stock,Q,N,N,100
UTIW,UTi Worldwide Inc.,UTi Worldwide Inc. - Ordinary Shares,Q,N,N,100
UTMD,"Utah Medical Products, Inc.","Utah Medical Products, Inc. - Common Stock",Q,N,N,100
UTSI,UTStarcom Holdings Corp,UTStarcom Holdings Corp - Ordinary Shares,Q,N,N,100
UVSP,Univest Corporation of Pennsylvania,Univest Corporation of Pennsylvania - Common Stock,Q,N,N,100
VA,Virgin America Inc.,Virgin America Inc. - Common Stock,Q,N,N,100
VALU,"Value Line, Inc.","Value Line, Inc. - Common Stock",G,N,N,100
VALX,Validea Market Legends ETF,Validea Market Legends ETF,G,N,N,100
VASC,"Vascular Solutions, Inc.","Vascular Solutions, Inc. - Common Stock",Q,N,N,100
VBFC,Village Bank and Trust Financial Corp.,Village Bank and Trust Financial Corp. - Common Stock,S,N,D,100
VBIV,VBI Vaccines Inc.,VBI Vaccines Inc. - Common Stock,S,N,N,100
VBLT,Vascular Biogenics Ltd.,Vascular Biogenics Ltd. - Ordinary Shares,G,N,N,100
VBND,Vident Core U.S. Bond Strategy Fund,Vident Core U.S. Bond Strategy Fund,G,N,N,100
VBTX,"Veritex Holdings, Inc.","Veritex Holdings, Inc. - Common Stock",G,N,N,100
VCEL,Vericel Corporation,Vericel Corporation - Common Stock,S,N,N,100
VCIT,Vanguard Intermediate,Vanguard Intermediate-Term Corporate Bond ETF,G,N,N,100
VCLT,Vanguard Long,Vanguard Long-Term Corporate Bond ETF,G,N,N,100
VCSH,Vanguard Short,Vanguard Short-Term Corporate Bond ETF,G,N,N,100
VCYT,"Veracyte, Inc.","Veracyte, Inc. - Common Stock",G,N,N,100
VDSI,"VASCO Data Security International, Inc.","VASCO Data Security International, Inc. - Common Stock",S,N,N,100
VECO,Veeco Instruments Inc.,Veeco Instruments Inc. - Common Stock,Q,N,N,100
VGGL,Viggle Inc.,Viggle Inc. - Common Stock,S,N,N,100
VGIT,Vanguard Intermediate,Vanguard Intermediate -Term Government Bond ETF,G,N,N,100
VGLT,Vanguard Long,Vanguard Long-Term Government Bond ETF,G,N,N,100
VGSH,Vanguard Short,Vanguard Short-Term Government ETF,G,N,N,100
VIA,Viacom Inc.,Viacom Inc. - Class A Common Stock,Q,N,N,100
VIAB,Viacom Inc.,Viacom Inc. - Class B Common Stock,Q,N,N,100
VIAS,"Viasystems Group, Inc.","Viasystems Group, Inc. - Common Stock",G,N,N,100
VICL,Vical Incorporated,Vical Incorporated - Common Stock,Q,N,N,100
VICR,Vicor Corporation,Vicor Corporation - Common Stock,Q,N,N,100
VIDE,Video Display Corporation,Video Display Corporation - Common Stock,G,N,D,100
VIDI,Vident International Equity Fund,Vident International Equity Fund,G,N,N,100
VIEW,"Viewtran Group, Inc.","Viewtran Group, Inc. - Common Stock",Q,N,N,100
VIIX,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Short Term ETN,G,N,N,100
VIIZ,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Medium Term ETN,G,N,N,100
VIMC,Vimicro International Corporation,"Vimicro International Corporation - American depositary shares, each representing four ordinary shares",G,N,N,100
VIP,VimpelCom Ltd.,VimpelCom Ltd. - American Depositary Shares,Q,N,N,100
VIRC,Virco Manufacturing Corporation,Virco Manufacturing Corporation - Common Stock,G,N,N,100
VISN,"VisionChina Media, Inc.","VisionChina Media, Inc. - American Depositary Shares, each representing one Common Share",Q,N,N,100
VIVO,Meridian Bioscience Inc.,Meridian Bioscience Inc. - Common Stock,Q,N,N,100
VLCCF,Knightsbridge Shipping Limited,Knightsbridge Shipping Limited - Common Stock,Q,N,N,100
VLGEA,"Village Super Market, Inc.","Village Super Market, Inc. - Class A Common Stock",Q,N,N,100
VLTC,Voltari Corporation,Voltari Corporation - Common Stock,S,N,D,100
VLYWW,Valley National Bancorp,Valley National Bancorp - Warrants 07/01/2015,S,N,N,100
VMBS,Vanguard Mortgage,Vanguard Mortgage-Backed Securities ETF,G,N,N,100
VNDA,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc. - Common Stock,G,N,N,100
VNET,"21Vianet Group, Inc.","21Vianet Group, Inc. - American Depositary Shares",Q,N,N,100
VNOM,Viper Energy Partners LP,Viper Energy Partners LP - Common Unit,Q,N,N,100
VNQI,Vanguard Global ex,Vanguard Global ex-U.S. Real Estate ETF,G,N,N,100
VNR,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - Common Units,Q,N,N,100
VNRAP,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - 7.875% Series A Cumulative Redeemable Perpetual Preferred Unit,Q,N,N,100
